V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,class
7439.0,1090.0,10000.0,-215.0,340.0,10000.0,-79.0,-412.0,541.0,-157.0,7100.0,-341.0,-7824.0,0,-316.0,8030.0,4982.0,-122.0,205.0,98.0,8.0,9772.0,1008.0,246.0,120.0,161.0,0,2230.0,8357.0,877.0,398.0,9186.0,0,-1593.0,0,2561.0,0,6228.0,-70.0,106.0,165.0,490.0,-472.0,-961.0,-105.0,-205.0,9856.0,-2485.0,60.0,1537.0,5682.0,158.0,8,0,9108.0,132.0,-29.0,-353.0,-62.0,249.0,178
7145.0,1466.0,10000.0,1112.0,67.0,10000.0,-455.0,4290.0,235.0,36.0,6156.0,72.0,-5450.0,0,4362.0,7974.0,5235.0,-143.0,-505.0,492.0,429.0,7347.0,-370.0,-298.0,139.0,5.0,0,1733.0,4381.0,-221.0,123.0,9102.0,0,802.0,0,2855.0,0,8384.0,-1425.0,933.0,10701.0,-3240.0,-794.0,-765.0,76.0,1668.0,9933.0,-3732.0,-149.0,1512.0,5346.0,510.0,11,0,7448.0,8743.0,-5167.0,520.0,-661.0,-30.0,167
9774.0,617.0,10000.0,-1661.0,426.0,10000.0,199.0,-1383.0,-305.0,349.0,8050.0,188.0,-8412.0,0,-2326.0,10000.0,8913.0,-409.0,-448.0,83.0,164.0,10000.0,-2258.0,2181.0,50.0,231.0,0,5729.0,7359.0,1466.0,705.0,10000.0,0,711.0,0,226.0,0,5407.0,-146.0,252.0,326.0,2655.0,139.0,-368.0,-275.0,-156.0,10000.0,-1581.0,200.0,767.0,5211.0,378.0,8,0,8054.0,-233.0,-91.0,-405.0,-59.0,-151.0,127
9341.0,701.0,10000.0,529.0,149.0,10000.0,17.0,788.0,613.0,-131.0,6771.0,448.0,-8392.0,0,1379.0,9906.0,7778.0,-53.0,-1129.0,-152.0,218.0,10000.0,-389.0,-181.0,-43.0,235.0,0,3786.0,2297.0,112.0,-305.0,7764.0,0,1129.0,0,659.0,0,5437.0,290.0,520.0,5025.0,-2282.0,61.0,-593.0,-86.0,-3003.0,10000.0,-2045.0,133.0,653.0,4148.0,329.0,10,0,8636.0,-576.0,-2467.0,-14.0,-240.0,80.0,276
7486.0,762.0,10000.0,1358.0,-299.0,10000.0,11.0,-2191.0,638.0,261.0,5802.0,1053.0,-1294.0,0,-1283.0,6007.0,5221.0,122.0,1496.0,-763.0,-320.0,7869.0,1817.0,-27.0,-8.0,412.0,0,-1238.0,9312.0,200.0,356.0,8544.0,0,1231.0,0,2514.0,0,9916.0,-2261.0,416.0,-4107.0,-958.0,-1429.0,-1060.0,217.0,-706.0,8358.0,-4.0,186.0,1026.0,9554.0,1356.0,9,0,5016.0,-6434.0,-1084.0,439.0,-169.0,198.0,20
8521.0,92.0,10000.0,-11846.0,-16.0,10000.0,1659.0,-5446.0,267.0,-60.0,6259.0,221.0,-3118.0,0,-11859.0,8151.0,8138.0,905.0,-18.0,366.0,15.0,10000.0,-11769.0,6754.0,-85.0,66.0,0,3979.0,6582.0,18314.0,-1036.0,7531.0,0,-565.0,0,1479.0,0,9502.0,671.0,1396.0,1029.0,11564.0,64.0,-470.0,302.0,-2167.0,8883.0,-8678.0,-123.0,2422.0,5621.0,48.0,10,0,7009.0,-985.0,-1023.0,-499.0,-372.0,-3.0,29
8541.0,74.0,10000.0,11395.0,528.0,10000.0,-11.0,-3419.0,-120.0,-245.0,6110.0,-2631.0,-5278.0,0,11380.0,10000.0,6407.0,2136.0,-1218.0,-101.0,-35.0,8602.0,-5124.0,-2316.0,149.0,559.0,0,137.0,8467.0,-8963.0,1129.0,9119.0,0,3591.0,0,1459.0,0,8493.0,744.0,47.0,2608.0,-266.0,-143.0,-275.0,-399.0,-258.0,10000.0,-2666.0,196.0,-11952.0,7516.0,2255.0,9,0,7716.0,1586.0,-933.0,-387.0,-91.0,15.0,140
8668.0,1004.0,10000.0,-174.0,-141.0,10000.0,-1.0,530.0,-26.0,-17.0,5408.0,79.0,-5777.0,0,640.0,8259.0,8016.0,333.0,-158.0,756.0,185.0,10000.0,25.0,-605.0,-40.0,200.0,0,2759.0,8685.0,149.0,202.0,9820.0,0,-2270.0,0,1332.0,0,8162.0,-202.0,68.0,206.0,-429.0,-623.0,-748.0,-4.0,-646.0,9859.0,-5618.0,-81.0,944.0,7532.0,-726.0,7,0,9913.0,220.0,-102.0,256.0,-74.0,-97.0,69
8450.0,599.0,10000.0,-121.0,-357.0,10000.0,-20.0,-592.0,-18.0,46.0,5154.0,-83.0,-6210.0,0,-40.0,10000.0,2302.0,397.0,60.0,-55.0,159.0,7106.0,1132.0,221.0,-13.0,18.0,0,3489.0,9980.0,-302.0,786.0,10000.0,0,497.0,0,1550.0,0,7838.0,102.0,180.0,339.0,141.0,-496.0,-1459.0,202.0,93.0,10000.0,-2320.0,124.0,-528.0,3452.0,-116.0,9,0,4025.0,168.0,55.0,204.0,3.0,-140.0,225
8479.0,180.0,10000.0,-7881.0,0.0,10000.0,170.0,16191.0,85.0,-171.0,7081.0,-1264.0,-7877.0,0,10864.0,9969.0,9221.0,-1321.0,-1701.0,441.0,47.0,10000.0,-1193.0,-185.0,126.0,-146.0,0,631.0,6241.0,-953.0,-470.0,8430.0,0,4674.0,0,1521.0,0,6161.0,310.0,1842.0,36672.0,6175.0,-103.0,-326.0,-52.0,-19001.0,10000.0,-3456.0,265.0,2610.0,8880.0,1645.0,8,0,8004.0,5846.0,-18677.0,434.0,164.0,172.0,100
9408.0,-1554.0,10000.0,32.0,339.0,10000.0,-65.0,-90.0,-186.0,-8.0,7133.0,-544.0,-8234.0,0,-460.0,9931.0,9070.0,-12.0,1495.0,37.0,198.0,10000.0,1666.0,6.0,-122.0,269.0,0,81.0,8192.0,62.0,-283.0,8425.0,0,-702.0,0,592.0,0,5675.0,-621.0,-269.0,-76.0,-65.0,-1047.0,36.0,-113.0,392.0,10000.0,1950.0,-50.0,-314.0,6362.0,723.0,7,0,9956.0,-1083.0,-104.0,52.0,-55.0,-61.0,64
9329.0,-3093.0,10000.0,1216.0,401.0,10000.0,294.0,-1502.0,448.0,77.0,5643.0,-41.0,-6489.0,0,-405.0,9246.0,9231.0,393.0,1455.0,-443.0,-88.0,10000.0,-7375.0,367.0,-120.0,135.0,0,3051.0,8823.0,-636.0,197.0,7703.0,0,-115.0,0,671.0,0,7609.0,224.0,598.0,237.0,-756.0,212.0,-264.0,-109.0,13.0,10000.0,-1898.0,214.0,-74.0,6642.0,-121.0,8,0,10000.0,-307.0,-59.0,831.0,173.0,-120.0,150
9581.0,1355.0,10000.0,-4167.0,-40.0,10000.0,-100.0,6027.0,209.0,-70.0,7588.0,925.0,-8095.0,0,406.0,7832.0,10000.0,19.0,-2615.0,104.0,60.0,10000.0,-73.0,-439.0,125.0,206.0,0,4608.0,7390.0,320.0,408.0,8812.0,0,480.0,0,419.0,0,5871.0,-459.0,322.0,10125.0,-966.0,-352.0,395.0,28.0,-5535.0,10000.0,-2645.0,126.0,1370.0,7610.0,507.0,8,0,10000.0,3359.0,-2926.0,531.0,-694.0,96.0,353
9686.0,420.0,10000.0,-1070.0,-394.0,10000.0,-287.0,5013.0,67.0,-69.0,8380.0,351.0,-5541.0,0,2783.0,8277.0,10000.0,-184.0,-1035.0,184.0,292.0,10000.0,-31.0,-403.0,-147.0,250.0,0,4857.0,7164.0,110.0,-134.0,8756.0,0,142.0,0,314.0,0,8324.0,273.0,188.0,13203.0,-2213.0,-365.0,-334.0,128.0,-966.0,10000.0,-3170.0,47.0,1835.0,6676.0,116.0,8,0,9913.0,3011.0,-954.0,134.0,-781.0,130.0,287
9004.0,-1475.0,10000.0,-362.0,843.0,10000.0,117.0,877.0,1002.0,-192.0,5838.0,-135.0,-8014.0,0,-799.0,9177.0,8759.0,-4.0,296.0,-192.0,74.0,10000.0,-186.0,4.0,127.0,299.0,0,2332.0,6848.0,47.0,-2677.0,7974.0,0,19.0,0,996.0,0,5981.0,-142.0,231.0,2564.0,835.0,-166.0,-1036.0,202.0,-835.0,10000.0,-1583.0,99.0,1116.0,6024.0,42.0,8,0,9716.0,-670.0,-867.0,826.0,-111.0,12.0,115
8258.0,2382.0,10000.0,-3382.0,293.0,10000.0,-523.0,-19519.0,56.0,422.0,5845.0,-829.0,-7288.0,0,-27766.0,9862.0,7894.0,16089.0,-1207.0,-283.0,-46.0,10000.0,-28833.0,2482.0,231.0,416.0,0,1398.0,7510.0,22684.0,665.0,8440.0,0,2277.0,0,1742.0,0,6847.0,-2337.0,6946.0,2358.0,-2321.0,-347.0,220.0,347.0,-2528.0,10000.0,-4722.0,56.0,20057.0,8336.0,1172.0,8,0,7875.0,-4819.0,1073.0,-333.0,713.0,-150.0,176
9372.0,-927.0,10000.0,-3224.0,78.0,10000.0,287.0,5986.0,-334.0,210.0,5535.0,244.0,-5215.0,0,-1372.0,9343.0,9133.0,-284.0,164.0,-368.0,-283.0,10000.0,-350.0,-522.0,113.0,70.0,0,4357.0,6231.0,366.0,-1313.0,9795.0,0,42.0,0,628.0,0,8533.0,754.0,409.0,8091.0,2729.0,-43.0,-570.0,424.0,-6232.0,10000.0,-3399.0,34.0,2713.0,6908.0,253.0,8,0,7122.0,-601.0,-4839.0,-209.0,-739.0,-100.0,210
7626.0,618.0,10000.0,7403.0,415.0,10000.0,-918.0,-7253.0,284.0,109.0,6513.0,-74.0,-7096.0,0,-17631.0,8843.0,9558.0,1799.0,301.0,278.0,249.0,10000.0,3383.0,123.0,-148.0,348.0,0,1257.0,6819.0,1976.0,-1071.0,8594.0,0,4111.0,0,2374.0,0,7046.0,-1763.0,-184.0,-3479.0,-14782.0,-3945.0,-619.0,239.0,11882.0,10000.0,1447.0,224.0,15445.0,10000.0,980.0,8,0,7811.0,10020.0,251.0,95.0,-2435.0,95.0,188
9458.0,-669.0,10000.0,-4338.0,397.0,10000.0,952.0,-3551.0,334.0,122.0,4918.0,685.0,-3924.0,0,-6909.0,8580.0,6544.0,1249.0,94.0,73.0,79.0,9945.0,-12803.0,4903.0,6.0,8.0,0,4280.0,5560.0,9807.0,318.0,10000.0,0,-664.0,0,542.0,0,9198.0,-131.0,986.0,857.0,4253.0,536.0,-614.0,-103.0,-799.0,10000.0,-5357.0,61.0,3081.0,7601.0,-169.0,10,0,7086.0,-784.0,-330.0,285.0,-61.0,-190.0,166
8309.0,-1590.0,10000.0,-926.0,494.0,10000.0,129.0,-1261.0,818.0,-83.0,5735.0,2545.0,-3173.0,0,-2515.0,8614.0,2435.0,1244.0,2324.0,316.0,-423.0,8154.0,-39482.0,804.0,-117.0,125.0,0,1937.0,7821.0,3339.0,203.0,7297.0,0,1450.0,0,1691.0,0,9483.0,-302.0,2742.0,427.0,-198.0,2421.0,-953.0,301.0,-230.0,9968.0,-8432.0,-99.0,2186.0,4368.0,1158.0,15,0,3280.0,-710.0,-695.0,219.0,-360.0,96.0,129
9752.0,665.0,10000.0,2099.0,124.0,10000.0,-222.0,300.0,431.0,51.0,7676.0,-175.0,-5653.0,0,1383.0,10000.0,9439.0,134.0,-1090.0,-434.0,47.0,10000.0,130.0,58.0,-22.0,571.0,0,4765.0,6637.0,-194.0,-349.0,10000.0,0,1658.0,0,248.0,0,8249.0,311.0,34.0,6786.0,-657.0,-363.0,-318.0,-46.0,1899.0,10000.0,-2205.0,9.0,-1065.0,5551.0,599.0,8,0,8837.0,2925.0,615.0,-155.0,-338.0,-2.0,209
8330.0,1933.0,10000.0,836.0,146.0,10000.0,905.0,-4214.0,511.0,-131.0,8824.0,-257.0,-8837.0,0,-2743.0,9246.0,6414.0,1974.0,-2496.0,314.0,426.0,10000.0,5515.0,-405.0,-19.0,269.0,0,-2816.0,6105.0,3430.0,295.0,7809.0,0,-26.0,0,1670.0,0,4680.0,1242.0,-247.0,-612.0,-3896.0,-1006.0,-1210.0,154.0,158.0,9994.0,-1751.0,237.0,-1290.0,8123.0,-171.0,8,0,8273.0,-282.0,689.0,27.0,986.0,-72.0,295
7734.0,-1526.0,10000.0,-6060.0,245.0,10000.0,509.0,-6626.0,1272.0,187.0,4970.0,3632.0,-501.0,0,-3066.0,7112.0,4103.0,141.0,1606.0,576.0,-89.0,7084.0,-5405.0,176.0,8.0,139.0,0,1422.0,9265.0,1031.0,-750.0,8960.0,0,649.0,0,2266.0,0,9987.0,-1482.0,3375.0,15540.0,5688.0,1794.0,-341.0,611.0,4583.0,7729.0,-14315.0,8.0,6624.0,9008.0,640.0,11,0,6758.0,3406.0,-13801.0,607.0,-952.0,-107.0,101
9488.0,-602.0,10000.0,-3800.0,176.0,10000.0,753.0,-176.0,-236.0,-23.0,7161.0,1061.0,-7024.0,0,-6809.0,9708.0,9811.0,2435.0,-274.0,574.0,-43.0,10000.0,-7315.0,927.0,7.0,12.0,0,4807.0,7066.0,6854.0,86.0,6208.0,0,985.0,0,512.0,0,7118.0,1031.0,769.0,1018.0,5018.0,483.0,-162.0,142.0,-980.0,10000.0,-3296.0,74.0,465.0,6612.0,257.0,8,0,9895.0,-648.0,-372.0,-380.0,-380.0,9.0,32
7321.0,-1370.0,10000.0,-53214.0,703.0,10000.0,9863.0,-135006.0,1207.0,-75.0,5912.0,83571.0,-1942.0,0,-68978.0,8702.0,4866.0,63349.0,1653.0,692.0,-377.0,5841.0,-1140790.0,15166.0,-186.0,40.0,0,1613.0,6858.0,123733.0,415.0,8279.0,0,590.0,0,2679.0,0,9810.0,-718.0,70987.0,20792.0,44670.0,52823.0,-657.0,653.0,-1248.0,9848.0,-266513.0,-31.0,70605.0,5926.0,640.0,11,0,5415.0,-2968.0,-28240.0,211.0,-8891.0,-155.0,281
9380.0,-1359.0,10000.0,1364.0,464.0,10000.0,607.0,-2062.0,330.0,-337.0,6074.0,196.0,-6932.0,0,-2749.0,9377.0,8631.0,408.0,318.0,64.0,109.0,10000.0,-653.0,187.0,206.0,306.0,0,3966.0,7641.0,65.0,-1486.0,9827.0,0,-1005.0,0,620.0,0,7207.0,139.0,306.0,1158.0,997.0,432.0,-654.0,263.0,-3663.0,10000.0,-2437.0,141.0,-3027.0,6067.0,-106.0,7,0,9822.0,-6207.0,910.0,227.0,176.0,270.0,151
5162.0,362.0,10000.0,3827.0,-567.0,10000.0,388.0,-4888.0,-790.0,-190.0,4543.0,262.0,-8888.0,0,-818.0,6690.0,4889.0,347.0,1849.0,639.0,-576.0,8565.0,1371.0,-123.0,-16.0,-207.0,0,1290.0,6425.0,185.0,2177.0,10000.0,0,-551.0,0,4838.0,0,-4584.0,705.0,-193.0,3733.0,-4171.0,16.0,-596.0,38.0,-2689.0,7266.0,7808.0,-119.0,-2663.0,9928.0,1096.0,9,0,6622.0,-3417.0,-7643.0,-329.0,53.0,129.0,226
8792.0,635.0,10000.0,3610.0,112.0,10000.0,341.0,-4481.0,-10.0,-180.0,5630.0,200.0,-9082.0,0,1087.0,9132.0,5401.0,3311.0,149.0,-287.0,35.0,9460.0,-1574.0,1382.0,233.0,147.0,0,2767.0,8275.0,-1832.0,-937.0,8087.0,0,-1442.0,0,1208.0,0,4185.0,737.0,-167.0,-345.0,-1051.0,360.0,-1605.0,18.0,-317.0,10000.0,-1828.0,-7.0,-6098.0,6123.0,-161.0,9,0,7381.0,-408.0,333.0,-676.0,521.0,155.0,138
7748.0,-2940.0,10000.0,19991.0,-442.0,10000.0,-1299.0,22820.0,-56.0,49.0,5105.0,-16835.0,-2334.0,0,23913.0,5465.0,5304.0,30087.0,3412.0,-333.0,19.0,9282.0,172932.0,26369.0,-31.0,67.0,0,1613.0,5907.0,15208.0,-126.0,10000.0,0,-187.0,0,2252.0,0,9724.0,-845.0,-8807.0,-7353.0,23423.0,-6295.0,1456.0,-66.0,-2272.0,7517.0,-12134.0,1.0,24748.0,6987.0,-51.0,11,0,6729.0,-4082.0,-4249.0,-477.0,-1772.0,44.0,301
9120.0,-2002.0,10000.0,258.0,209.0,10000.0,242.0,61.0,198.0,121.0,5686.0,-66.0,-7038.0,0,-129.0,9067.0,7020.0,59.0,777.0,166.0,111.0,10000.0,-543.0,-9.0,-107.0,-186.0,0,2906.0,8000.0,80.0,-400.0,9644.0,0,-1115.0,0,880.0,0,7104.0,364.0,317.0,2614.0,111.0,76.0,-527.0,42.0,-700.0,10000.0,-2145.0,193.0,-287.0,5608.0,-34.0,8,0,9569.0,-1568.0,33.0,746.0,-35.0,-187.0,178
5595.0,2031.0,10000.0,-16085.0,343.0,10000.0,-9364.0,48987.0,509.0,-217.0,8819.0,4182.0,1117.0,0,21996.0,7842.0,4553.0,-8742.0,75.0,493.0,-84.0,9746.0,1224.0,-4384.0,-17.0,-35.0,0,2386.0,5310.0,607.0,2416.0,9488.0,0,-564.0,0,4405.0,0,9937.0,-1551.0,-5598.0,72163.0,58388.0,2121.0,-1001.0,-96.0,48511.0,7794.0,48660.0,30.0,85809.0,8290.0,1098.0,10,0,5563.0,84764.0,-23412.0,214.0,-9690.0,331.0,278
6773.0,244.0,10000.0,-189.0,-257.0,10000.0,22.0,816.0,363.0,-142.0,5862.0,-5.0,-4309.0,0,478.0,8034.0,5571.0,-122.0,791.0,379.0,374.0,7813.0,-3446.0,-525.0,50.0,476.0,0,1915.0,10000.0,520.0,-543.0,10000.0,0,-321.0,0,3227.0,0,9024.0,-208.0,675.0,-145.0,-1.0,-862.0,-725.0,-575.0,-412.0,9280.0,-6885.0,46.0,1770.0,7821.0,-168.0,9,0,5232.0,-102.0,61.0,555.0,-45.0,-157.0,249
9025.0,196.0,10000.0,-12781.0,-174.0,10000.0,-306.0,1821.0,112.0,-7.0,6730.0,1898.0,-6056.0,0,1896.0,7095.0,9998.0,-328.0,-1518.0,117.0,190.0,10000.0,-478.0,269.0,60.0,114.0,0,4089.0,8570.0,1513.0,356.0,5080.0,0,32.0,0,975.0,0,7958.0,233.0,913.0,20188.0,-560.0,-442.0,309.0,102.0,-17892.0,9946.0,-4995.0,24.0,3248.0,3806.0,60.0,9,0,8737.0,2435.0,-2418.0,230.0,-1011.0,66.0,50
8825.0,-258.0,10000.0,-170.0,1117.0,10000.0,-121.0,1213.0,-580.0,129.0,6435.0,-167.0,-8201.0,0,818.0,9724.0,7706.0,-109.0,208.0,224.0,-466.0,9990.0,-9.0,-92.0,148.0,16.0,0,3199.0,7051.0,-46.0,-1047.0,8113.0,0,-629.0,0,1175.0,0,5722.0,55.0,27.0,1728.0,346.0,-164.0,-982.0,336.0,-368.0,10000.0,-1476.0,32.0,856.0,7587.0,104.0,8,0,7165.0,710.0,201.0,-613.0,-105.0,-48.0,244
8314.0,290.0,10000.0,4846.0,60.0,10000.0,-502.0,2733.0,-912.0,396.0,5317.0,-619.0,-3177.0,0,4498.0,8786.0,6450.0,2469.0,981.0,1150.0,-160.0,9950.0,-714.0,-1928.0,-18.0,8.0,0,3103.0,7127.0,-5603.0,-227.0,9857.0,0,-654.0,0,1686.0,0,9482.0,374.0,-330.0,276.0,-4100.0,-405.0,-1180.0,111.0,45.0,8576.0,-6459.0,-69.0,-1745.0,7154.0,376.0,9,0,7610.0,337.0,488.0,-249.0,-351.0,65.0,105
6686.0,-860.0,10000.0,-6425.0,555.0,10000.0,2075.0,-5087.0,977.0,199.0,5908.0,1766.0,-9987.0,0,-4189.0,8124.0,7422.0,-359.0,-1247.0,-322.0,273.0,8083.0,2059.0,583.0,-204.0,399.0,0,-2937.0,9187.0,689.0,1288.0,8733.0,0,905.0,0,3314.0,0,-508.0,985.0,-98.0,-1075.0,9400.0,-473.0,-375.0,299.0,-26816.0,9007.0,469.0,226.0,-4735.0,10000.0,1507.0,8,0,10000.0,-16681.0,-10507.0,-494.0,1589.0,41.0,309
6312.0,-231.0,10000.0,-8567.0,-422.0,10000.0,-1615.0,14082.0,1027.0,-361.0,3812.0,303.0,-1996.0,0,4486.0,7245.0,5134.0,-1410.0,2353.0,275.0,-90.0,8255.0,2133.0,-714.0,-258.0,176.0,0,1876.0,5355.0,-358.0,-173.0,10000.0,0,-31.0,0,3688.0,0,9799.0,430.0,450.0,7373.0,5020.0,-1221.0,-1384.0,-266.0,8357.0,7318.0,10362.0,151.0,10771.0,8653.0,814.0,9,0,5354.0,302.0,-1348.0,254.0,-1026.0,149.0,84
9578.0,2164.0,10000.0,-3096.0,144.0,10000.0,195.0,2196.0,-259.0,-24.0,7836.0,464.0,-7449.0,0,-2224.0,10000.0,8922.0,-2917.0,-2262.0,-227.0,11.0,10000.0,-3732.0,-2057.0,-23.0,641.0,0,4489.0,7043.0,2852.0,670.0,9115.0,0,1147.0,0,422.0,0,6672.0,-630.0,419.0,569.0,1347.0,178.0,-22.0,11.0,-486.0,10000.0,-2222.0,95.0,5016.0,8241.0,498.0,7,0,9736.0,-16.0,-602.0,180.0,-242.0,4.0,153
9584.0,-1666.0,10000.0,-343.0,224.0,10000.0,76.0,-745.0,315.0,89.0,6380.0,98.0,-7678.0,0,-337.0,9772.0,8766.0,219.0,1130.0,22.0,-115.0,10000.0,-3941.0,198.0,160.0,55.0,0,4524.0,7807.0,248.0,589.0,9034.0,0,-437.0,0,416.0,0,6406.0,103.0,361.0,387.0,178.0,199.0,-399.0,294.0,-93.0,10000.0,-1645.0,47.0,-253.0,8040.0,-136.0,8,0,10000.0,-158.0,-53.0,34.0,-25.0,302.0,351
