V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,Class
-0.6321,0.19058,-0.7014,-0.59557,-0.51079,-0.3602,0.59587,-0.41777,-0.22502,0.99161,0.51776,0.028258,0.032966,0.40349,-0.16072,0.18354,-0.15576,0.58673,0.22032,0.51334,-0.11715,0.020912,1.6e-05,0.58042,0.2079,0.18967,0.14819,-0.070264,-0.064176,-0.14384,-0.42074,0.40349,0.19422,1.4204,-0.22077,-0.22369,-0.1813,-0.13501,-0.14363,-0.26431,-0.18252,-0.16374,0.23588,-0.55814,-0.5233,-0.30199,-0.53627,-0.46431,-0.065079,-0.39712,0.1869,4
-0.89041,-2.5811,-0.79158,-1.0012,-0.86826,0.39524,0.61902,-0.009172,0.78722,-0.64141,-0.41113,-0.3095,0.014006,0.60231,0.091787,0.6609,-0.15556,0.58673,0.060586,0.62782,0.25737,0.020912,-0.11328,0.003369,-0.3733,0.18967,0.038227,-0.098818,-0.077744,-0.3415,-0.54705,0.60231,-0.092482,1.4204,-0.22077,0.033554,-0.21519,0.42349,-0.16675,0.16644,-0.22176,1.5451,-0.11229,-0.57834,-2.4037,-0.54541,-0.55678,-0.4899,-0.084545,-0.46486,0.2272,6
2.0094,0.83152,0.87701,0.7898,0.56239,3.2304,-1.7638,-0.82637,-0.70995,0.31119,3.441,-0.30686,0.044932,-2.9269,-0.077251,-1.7715,7.7681,0.58673,0.41921,-0.28811,-0.47803,3.1061,5.7557,4.1389,6.0911,2.1287,3.9133,0.14218,1.4476,-0.3415,3.9369,-2.9269,-0.092482,0.18591,-0.42105,-0.35232,6.3561,5.368,6.9753,-0.26431,6.3698,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,2.346,2.2579,-0.46486,-2.1318,6
-0.49846,0.35328,-0.54904,-0.39064,-0.44496,-0.56024,0.61542,-0.28157,-0.21242,2.3525,1.0287,1.3608,0.40253,0.60231,-0.13058,0.53923,-0.15641,0.58673,0.34322,0.99422,0.075153,0.020912,-0.18288,-0.30438,0.40007,0.18967,0.035282,-0.088506,0.060371,-0.24267,-0.6102,0.60231,0.050869,-0.22559,-0.020493,0.033554,-0.23425,-0.20093,-0.20143,-0.26431,-0.23342,-0.16374,0.026975,-0.57834,-0.44881,-0.35327,-0.55678,-0.4899,-0.32213,-0.30444,0.41744,6
-0.95921,-3.4838,2.5055,-0.89127,2.3099,-0.75211,-1.7638,1.2166,-0.21112,-0.64141,-0.78433,-0.1802,-0.2891,0.70172,0.12716,0.15443,-0.15344,-1.1834,0.23388,-2.6925,0.058756,0.020912,-0.33235,-0.4775,-0.86369,-0.68431,0.066743,-0.16469,-0.17588,-0.44033,-0.6102,0.70172,-0.092482,-0.22559,-0.42105,-0.35232,-0.19189,-0.080382,-0.12629,0.38182,-0.19419,-0.16374,-0.11229,-0.56145,-2.3078,2.7339,-0.53963,-0.4685,0.34991,-0.46486,-0.21032,3
-0.7715,-3.114,2.2064,-0.66768,2.2374,-0.58693,-1.7638,0.39943,-0.20828,-0.64141,-0.76482,-0.26992,-0.29094,0.20466,0.029786,-0.41779,-0.13693,-1.1126,0.19921,-1.891,-0.16723,0.75548,-0.23638,0.48425,-0.55215,-0.55363,0.16857,-0.1515,-0.16352,-0.44033,0.021347,0.20466,-0.092482,-0.22559,-0.020493,-0.09507,-0.055277,0.13906,0.006658,0.16644,-0.057393,-0.16374,-0.11229,-0.53145,-2.244,2.1861,-0.50916,-0.43048,1.4108,-0.46486,-1.2787,3
-0.77653,-0.81078,-0.5726,-0.71096,-0.89701,-0.26083,0.90111,0.39943,0.40662,-0.36924,-0.67608,-0.26728,-0.14849,0.75143,-0.16787,0.78311,-0.15921,-0.82935,-0.61775,-0.28811,-0.097591,-0.86058,-0.050097,-0.4775,-0.48543,-0.5222,-0.4395,-0.11823,-0.19242,-0.44033,-0.67335,0.75143,-0.020807,-0.22559,-0.020493,-0.09507,-0.39946,-0.6012,-0.36096,-0.26431,-0.39779,-0.16374,-0.04266,-0.52349,-0.068454,-0.39851,-0.50108,-0.4204,-0.72877,0.27101,0.65109,5
-0.91926,-0.40513,-0.81744,-0.84369,-1.0261,-0.021563,0.92256,-0.009172,0.26845,-0.50533,-0.65567,-0.30422,-0.11497,0.70172,-0.12103,0.86881,-0.15691,0.58673,-0.19903,0.16987,-0.052991,0.020912,0.10029,-0.4775,-0.19295,0.18967,-0.053795,-0.1023,-0.11796,-0.44033,-0.6102,0.70172,0.050869,1.0089,0.17978,0.41943,-0.26073,-0.13407,-0.21646,0.27414,-0.2663,-0.16374,0.16624,-0.51606,-1.4138,-0.33692,-0.52516,-0.45044,-0.7529,-0.36042,0.86836,1
1.0934,0.56075,-0.98411,1.5536,1.3051,-0.88058,-0.81852,-0.55397,-0.50964,-0.64141,-0.58755,-0.37283,-0.40277,-2.1315,-0.19514,-1.1076,-0.1176,0.58673,0.088037,0.78048,-0.67638,1.4901,0.65436,1.446,1.4408,0.18967,0.27443,-0.064752,-0.005895,2.5246,1.095,-2.1315,-0.092482,-0.22559,-0.22077,-0.22369,0.35245,0.15601,0.060993,-0.26431,0.35723,-0.16374,-0.11229,1.7196,0.9781,-0.54541,1.777,1.5996,1.5541,-0.46486,-1.4231,6
-0.77487,-0.81907,-0.58932,-0.72791,-0.91349,-0.2577,0.91457,0.39943,0.41011,-0.36924,-0.67573,-0.26728,-0.14812,0.75143,-0.16794,0.79573,-0.15922,-0.82935,-0.63256,-0.28811,-0.088481,-0.86058,0.007182,-0.4775,-0.49535,-0.5222,-0.44451,-0.11823,-0.1908,-0.44033,-0.67335,0.75143,-0.020807,-0.22559,-0.020493,-0.09507,-0.40158,-0.60968,-0.36096,-0.26431,-0.39991,-0.16374,-0.04266,-0.52298,0.016019,-0.43422,-0.50056,-0.41975,-0.72825,0.37066,0.62012,6
-1.0747,-0.65771,-0.94761,-1.0288,-1.2061,0.40914,0.91457,3.3958,7.7617,-0.7775,-0.8503,1.1233,6.8881,0.75143,0.72508,1.8377,-0.15933,-1.8914,-2.538,-0.28811,-1.4994,0.020912,0.085524,-0.4775,-0.42976,-0.78236,-1.4936,-0.11823,-0.54229,-0.44033,-0.67335,0.75143,-0.092482,-0.22559,-0.42105,-0.35232,-0.36346,-0.42509,-0.31588,-0.26431,-0.35855,-0.16374,-0.11229,-0.57834,-1.5386,-0.54541,-0.55678,-0.4899,-0.72494,-0.071676,0.75196,1
-0.30143,0.38606,-0.023526,-0.4668,-0.65958,-0.084903,0.6208,-0.28157,-0.009663,-0.64141,-0.68322,-0.33588,-0.21544,-0.093579,-0.11182,0.018557,-0.14661,0.58673,0.4824,0.99422,0.40048,0.75548,0.38788,0.48425,-0.26435,0.6256,0.59544,-0.073664,0.004861,-0.44033,0.40028,-0.093579,-0.092482,-0.22559,-0.42105,-0.35232,-0.14106,0.27186,-0.099697,0.16644,-0.13587,-0.16374,-0.11229,-0.57834,-0.81852,-0.42556,-0.55678,-0.4899,-0.76637,-0.46486,0.91385,1
-0.12164,-0.37981,-0.20048,-0.4794,-0.67183,0.41763,0.43527,0.12703,0.16378,-0.64141,-0.72646,-0.28047,-0.04692,-0.2924,-0.080677,-0.59451,-0.12227,0.58673,-0.48142,1.3148,0.18916,0.75548,0.6459,0.48425,0.21526,0.23158,-0.070875,-0.04804,0.057241,0.35032,0.14766,-0.2924,-0.092482,-0.22559,-0.42105,-0.35232,0.17665,0.87838,0.044808,-0.15662,0.18226,-0.16374,-0.11229,-0.23669,-0.3916,-0.54541,-0.2098,-0.056976,-0.43688,-0.46486,0.58202,6
-0.93217,-3.4306,2.4624,-0.85907,2.2994,-0.72832,-1.7638,1.0804,-0.20546,-0.64141,-0.78161,-0.20131,-0.28812,0.65202,0.24699,-0.30544,-0.14815,-1.3014,0.26329,-1.7842,0.20709,0.020912,-0.38437,-0.4775,-0.96435,-0.71102,0.083875,-0.15015,-0.16158,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.42105,-0.35232,-0.094461,0.23042,-0.01993,0.48951,-0.095569,-0.16374,-0.11229,-0.5668,-2.3382,2.9321,-0.54506,-0.47528,-0.091509,-0.46486,0.23422,1
0.84907,0.56075,1.2784,1.1171,0.95145,-0.074502,-0.81852,-0.28157,-0.40948,-0.64141,-0.81176,-0.32797,-0.4118,0.005834,-0.18601,1.9763,-0.1589,1.1532,0.65147,0.99422,0.95435,0.75548,0.41779,0.003369,-0.048677,0.83826,0.70498,-0.021361,0.38322,0.25149,-0.16812,0.005834,1.341,0.18591,0.78062,0.41943,-0.28403,-0.35257,-0.26039,-0.048934,-0.31932,1.2034,1.5589,-0.57834,-1.9046,-0.54541,-0.55678,-0.4899,0.37873,-0.46486,-0.23934,1
-0.99397,-2.6208,1.4088,-1.0652,-1.1126,0.000349,0.99109,1.489,0.73428,-0.7775,-1.0409,-0.23561,-0.084051,-0.54094,0.43296,1.6393,-0.15654,0.27205,0.29739,-0.64431,2.7095,0.020912,-0.78305,-0.4775,-1.129,-0.003253,-0.080511,-0.12592,0.21331,-0.44033,0.96867,-0.54094,-0.092482,-0.22559,-0.42105,-0.35232,-0.29568,0.43103,-0.23842,16.535,-0.29069,-0.16374,-0.11229,-0.57834,-2.4037,-0.45444,-0.55678,-0.4899,-0.71545,-0.46486,0.86256,1
0.97122,0.83152,-0.57052,0.9959,0.76282,0.032973,-0.69248,-0.55397,-0.47347,-0.09707,1.3964,-0.34908,-0.18937,-0.98829,-0.19203,0.32787,-0.13113,0.58673,0.46775,-1.3567,-0.30962,0.020912,-0.094736,-0.065329,0.1358,0.4244,0.07795,-0.091193,-0.17283,-0.44033,1.5371,-0.98829,-0.092482,-0.22559,-0.42105,-0.35232,-0.20672,-0.33561,-0.14941,-0.26431,-0.20161,-0.16374,-0.11229,0.21297,0.99018,-0.50617,0.21711,0.47569,-0.009048,-0.36657,0.12113,2
-0.066999,-0.44711,-0.36373,-0.44685,-0.64018,0.48975,0.37889,0.12703,0.18868,-0.64141,-0.76173,-0.28047,-0.058755,-0.093579,-0.12949,-0.17043,-0.13229,1.2948,-0.70994,1.3148,0.20372,1.4901,1.3614,0.96512,0.42896,0.90223,0.06032,-0.034671,0.13442,0.74564,-0.35758,-0.093579,-0.092482,-0.22559,-0.42105,-0.35232,0.027328,0.48,-0.051144,-0.26431,0.032743,-0.16374,-0.11229,-0.33431,-0.3258,-0.54541,-0.30894,-0.18067,-0.53622,-0.46486,0.68207,6
-0.48228,0.37121,-0.23966,-0.57052,-0.76044,-0.33245,0.80743,-0.41777,-0.057265,-0.50533,-0.47875,-0.33325,-0.22331,-0.59064,-0.13718,0.60746,-0.15257,0.58673,0.44855,1.3148,0.33485,0.020912,-0.029826,-0.4775,-0.17883,0.18967,0.35788,-0.087033,-0.018866,-0.44033,1.0318,-0.59064,-0.092482,-0.22559,-0.42105,-0.35232,-0.21307,-0.050244,-0.18409,0.70489,-0.20797,-0.16374,-0.11229,-0.57834,-0.39656,-0.20107,-0.55678,-0.4899,-0.75188,-0.46486,0.89925,1
1.2308,0.83152,-0.51883,1.2535,1.0133,0.14717,-0.96032,-0.55397,-0.55033,-0.23316,1.3207,-0.35963,-0.22169,-1.2368,-0.17549,0.84572,-0.13981,0.58673,1.4862,-0.28811,0.74761,0.020912,-0.62883,-0.23706,-0.57991,0.18967,0.25778,-0.094232,-0.13064,-0.44033,1.8528,-1.2368,-0.092482,-0.22559,-0.42105,-0.35232,-0.24908,-0.32054,-0.19218,0.38182,-0.24403,-0.16374,-0.11229,-0.57834,0.99018,-0.54541,-0.55678,-0.4899,-0.78459,-0.46486,0.93219,1
-1.1052,-0.95334,1.4657,-1.0652,-1.0758,0.92322,0.59753,0.39943,0.53664,-0.7775,-1.2443,-0.29894,-0.21069,0.75143,-0.09446,0.53436,-0.15884,-0.54614,-0.99935,-0.28811,0.056876,0.020912,-0.8376,-0.4775,-0.442,-0.33726,-0.65159,-0.11823,-0.15825,-0.44033,-0.67335,0.75143,-0.092482,-0.22559,-0.42105,-0.35232,-0.37405,-0.46182,-0.32744,-0.26431,-0.36916,-0.16374,-0.11229,-0.57834,-1.5238,1.5302,-0.55678,-0.4899,-0.58176,2.1345,-0.066446,1
1.787,0.83152,-0.45236,2.1148,1.8509,-0.29329,-1.5343,-0.55397,-0.64914,-0.23316,-0.070732,-0.3438,-0.3879,-1.2368,-0.24919,-0.72653,-0.11656,0.58673,0.56593,-0.28811,-0.3535,0.020912,-0.48917,0.24381,0.67685,0.18967,0.053553,-0.042191,0.014713,0.9433,0.96867,-1.2368,-0.092482,-0.22559,-0.020493,0.16218,0.40752,0.23324,0.002035,-0.26431,0.41131,-0.16374,-0.11229,1.8687,0.99018,-0.49474,1.8131,2.3392,1.5904,-0.084118,-1.5759,3
2.0094,0.83152,1.4974,1.4081,1.1637,1.8601,-1.7638,-0.82637,-0.70995,-0.23316,0.96733,-0.35963,-0.22169,-0.19299,-0.25183,-1.4709,0.42513,0.58673,0.41921,-0.28811,-0.47803,1.1228,2.164,1.9269,2.5336,2.3564,1.5062,0.54405,0.63509,1.141,-0.48389,-0.19299,-0.092482,0.18591,6.9892,4.4068,2.2058,1.677,1.4771,-0.26431,2.1748,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,3.2252,2.2579,-0.46486,-2.1318,1
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27529,0.75143,-0.23392,-0.97966,-0.15832,-1.3014,-0.27203,-0.28811,-0.44497,-1.081,-1.4349,-0.4775,-0.4067,-0.69055,-0.60624,-0.11823,-0.28001,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.38781,-0.62946,-0.33784,-0.26431,-0.38506,-0.16374,0.026975,1.8656,0.97804,2.7129,1.7026,-0.30016,1.4851,0.30639,-1.5892,6
-0.5861,0.18237,-0.65006,-0.49442,-0.40892,-0.45894,0.54371,-0.41777,-0.22971,0.99161,0.54795,0.028258,0.036854,0.25437,-0.152,0.2607,-0.15593,0.58673,0.19898,0.51334,-0.11412,0.020912,-0.015662,0.58042,0.30587,0.18967,0.12203,-0.070264,-0.056529,-0.14384,-0.23127,0.25437,0.19422,-0.22559,-0.22077,-0.22369,-0.21943,-0.21318,-0.17831,-0.26431,-0.2207,-0.16374,0.23588,-0.57834,-0.74285,-0.43185,-0.55678,-0.4899,0.10011,-0.39376,0.019512,1
1.2308,0.37121,1.0631,1.3463,1.4643,-0.058381,-1.2817,-0.69017,-0.60354,-0.36924,-0.29071,-0.36491,-0.38045,0.15495,-0.2112,-0.64297,-0.11976,2.0028,0.65297,1.3148,-0.2051,0.020912,0.1303,-0.4775,0.34743,0.18967,0.75095,-0.092232,0.085824,-0.3415,0.021347,0.15495,-0.092482,0.5974,-0.020493,0.033554,0.011442,-0.084149,0.086426,-0.26431,0.014715,-0.16374,-0.11229,1.1639,0.90371,0.42348,1.203,1.7058,1.0564,-0.14556,-1.0194,6
1.2308,0.83152,-0.51883,1.2535,1.0133,0.14717,-0.96032,-0.55397,-0.55033,0.44727,1.8026,-0.28575,-0.1308,-1.4854,-0.18094,0.53264,-0.13753,0.58673,1.7526,-0.28811,0.69209,0.020912,-0.86907,-1.0021,-0.84204,0.18967,0.20849,-0.13902,-0.23821,-0.3415,2.1055,-1.4854,-0.092482,-0.22559,-0.020493,0.16218,-0.2226,-0.27157,-0.16906,0.27414,-0.21964,-0.16374,-0.11229,-0.53624,0.99018,-0.54541,-0.51402,-0.43655,-0.74174,-0.46486,0.88904,1
0.5144,0.83152,-0.53744,0.7156,0.49023,-0.5517,-0.22108,-0.28157,-0.06294,-0.64141,-0.71544,-0.33588,-0.21006,-0.64035,-0.17079,0.6318,-0.15178,0.58673,-0.11256,-0.28811,0.30312,0.020912,-0.15676,-0.4775,-0.33779,0.18967,-0.095895,-0.10575,-0.046747,0.25149,0.65289,-0.64035,-0.092482,-0.22559,0.38006,0.16218,-0.13259,-0.11994,-0.18756,-0.26431,-0.13162,-0.16374,-0.11229,-0.57834,0.99018,-0.45123,-0.55678,-0.4899,-0.78459,-0.46486,0.93219,3
2.0094,0.83152,-0.59229,2.4495,2.1764,-0.44784,-1.7638,-0.82637,-0.70995,-0.50533,-0.018424,-0.33325,-0.36712,-1.4357,-0.22732,-1.2611,-0.096646,0.58673,0.41921,-0.28811,-0.47803,0.57184,0.68639,0.60446,1.0596,0.18967,0.30734,-0.11823,-0.04004,2.2281,0.40028,-1.4357,-0.092482,-0.22559,0.58034,0.2908,0.63627,0.28127,0.29914,-0.26431,0.63718,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,2.414,2.2579,-0.46486,-2.1318,6
-0.30109,0.41448,-0.73182,-0.21983,-0.33708,-0.52773,0.5066,-0.009172,-0.21962,0.039015,-0.33714,-0.11159,-0.19322,0.5029,-0.074254,-1.6167,-0.15812,-1.8408,-1.3715,-0.28811,-0.4508,-1.3564,-0.98818,-0.4775,-0.47163,-0.8666,-1.1488,-0.11823,-0.28907,-0.44033,-0.35758,0.5029,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,0.11606,0.67197,-0.40008,0.067124,-0.4899,-0.087505,-0.065508,0.10814,4
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.36227,-0.19745,-1.038,-0.21037,0.3283,-0.11169,0.58673,1.4479,-0.28811,0.61178,1.1228,0.12265,0.48425,0.11328,0.65913,0.48775,-0.033379,-0.014825,-0.24267,1.4739,-1.038,-0.092482,1.4204,-0.42105,-0.35232,-0.20248,-0.2226,-0.15056,0.92027,-0.19737,-0.16374,-0.11229,-0.51474,0.99018,-0.54541,-0.49219,-0.40931,-0.71986,-0.46486,0.867,3
1.2308,0.83152,-0.51883,1.2535,1.0133,0.14717,-0.96032,-0.55397,-0.55033,0.44727,1.8026,-0.24881,-0.08838,-1.5848,-0.16833,0.51388,-0.1372,0.58673,2.4544,-0.28811,0.8617,0.020912,-1.2826,-1.0021,-0.94133,0.18967,0.03309,-0.14759,-0.26367,-0.44033,2.2949,-1.5848,-0.092482,-0.22559,-0.42105,-0.35232,-0.24167,-0.26874,-0.18293,0.70489,-0.2366,-0.16374,-0.11229,-0.57834,0.99018,-0.54541,-0.55678,-0.4899,-0.78459,-0.46486,0.93219,6
