V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,class
5272.0,469.0,10000.0,7284.0,-846.0,10000.0,46.0,-7167.0,-451.0,29.0,2620.0,20.0,-9779.0,0,-1045.0,7074.0,4520.0,8927.0,1763.0,578.0,520.0,7796.0,13967.0,1731.0,202.0,852.0,0,281.0,4655.0,541.0,568.0,7507.0,0,733.0,0,4728.0,0,-2092.0,1061.0,-82.0,243.0,-6937.0,-1216.0,-1498.0,43.0,805.0,7290.0,3060.0,-561.0,-5911.0,9541.0,969.0,10,0,6194.0,538.0,-163.0,-267.0,-234.0,-355.0,39
9592.0,-1126.0,10000.0,5428.0,30.0,10000.0,-285.0,3069.0,-485.0,-96.0,7111.0,-295.0,-3670.0,0,1984.0,9761.0,9969.0,276.0,39.0,616.0,75.0,10000.0,144.0,-117.0,-27.0,249.0,0,4193.0,5092.0,-594.0,131.0,9788.0,0,1870.0,0,408.0,0,9302.0,1360.0,-127.0,13115.0,-756.0,-491.0,-376.0,-9.0,6022.0,10000.0,-3664.0,111.0,-2408.0,6703.0,908.0,10,0,6775.0,6988.0,-26.0,-438.0,-817.0,101.0,203
6251.0,-1199.0,10000.0,-237.0,1014.0,10000.0,-296.0,-1929.0,1682.0,-96.0,5238.0,1308.0,-9798.0,0,718.0,5648.0,6667.0,-34.0,401.0,615.0,354.0,6494.0,-3189.0,28.0,151.0,-29.0,0,693.0,6667.0,204.0,-347.0,7222.0,0,-102.0,0,3749.0,0,1998.0,1117.0,597.0,-979.0,-1342.0,1983.0,-938.0,-25.0,1396.0,8611.0,-3346.0,221.0,1914.0,9773.0,835.0,10,0,8561.0,7312.0,-52.0,-1728.0,-182.0,-38.0,82
9052.0,-1226.0,10000.0,-716.0,-120.0,10000.0,103.0,623.0,458.0,192.0,4921.0,-119.0,-5735.0,0,-664.0,9216.0,6930.0,13.0,842.0,309.0,433.0,10000.0,-319.0,37.0,-77.0,-97.0,0,3586.0,8025.0,101.0,-523.0,10000.0,0,-560.0,0,948.0,0,8192.0,-384.0,310.0,2758.0,766.0,-113.0,-563.0,-98.0,-149.0,10000.0,-2173.0,282.0,1300.0,5881.0,122.0,8,0,6949.0,-388.0,-1019.0,606.0,-142.0,-148.0,266
8976.0,2583.0,10000.0,3119.0,306.0,10000.0,201.0,-16208.0,-199.0,-92.0,6327.0,393.0,-8368.0,0,-5505.0,9217.0,8912.0,-3737.0,-2036.0,71.0,73.0,10000.0,-9693.0,-505.0,136.0,529.0,0,2955.0,6110.0,17067.0,568.0,8417.0,0,2049.0,0,1024.0,0,5475.0,-2241.0,2528.0,1022.0,10478.0,-103.0,469.0,456.0,-572.0,10000.0,-2850.0,45.0,4303.0,7664.0,821.0,9,0,7256.0,-2060.0,411.0,144.0,-687.0,51.0,292
7497.0,411.0,10000.0,484.0,-518.0,10000.0,198.0,2427.0,1314.0,-127.0,5264.0,-1483.0,-7202.0,0,1069.0,8777.0,5365.0,-219.0,-1709.0,-89.0,875.0,7544.0,663.0,-574.0,188.0,243.0,0,-746.0,4718.0,433.0,156.0,8359.0,0,2194.0,0,2503.0,0,6937.0,1082.0,809.0,-5081.0,-6156.0,-1924.0,-495.0,-33.0,4008.0,10000.0,-1328.0,-48.0,5463.0,6395.0,787.0,9,0,9199.0,-4283.0,4551.0,-479.0,268.0,144.0,213
8082.0,-618.0,10000.0,-12196.0,763.0,10000.0,545.0,-9101.0,275.0,-31.0,9495.0,3592.0,-9696.0,0,-11668.0,7361.0,7261.0,-565.0,2159.0,506.0,-39.0,5984.0,-1161.0,4.0,-228.0,320.0,0,-1227.0,9860.0,79.0,441.0,7203.0,0,225.0,0,1918.0,0,-2449.0,-724.0,3785.0,26721.0,2611.0,-1532.0,-13.0,-148.0,-4036.0,6775.0,518.0,-100.0,-2821.0,7557.0,486.0,9,0,10000.0,5222.0,-5060.0,-1230.0,-21.0,-88.0,346
8824.0,845.0,10000.0,2405.0,577.0,10000.0,460.0,-9099.0,95.0,249.0,6524.0,515.0,-8490.0,0,-4334.0,9998.0,7170.0,6082.0,-1800.0,-602.0,228.0,9147.0,-3358.0,6894.0,162.0,507.0,0,2797.0,5501.0,-927.0,77.0,7691.0,0,1928.0,0,1176.0,0,5284.0,796.0,233.0,-7.0,3172.0,110.0,-681.0,-318.0,-159.0,10000.0,-2216.0,312.0,-6527.0,6934.0,557.0,9,0,6280.0,-357.0,441.0,-311.0,544.0,-101.0,209
9702.0,658.0,10000.0,-3165.0,28.0,10000.0,171.0,-407.0,-26.0,-311.0,6606.0,337.0,-7344.0,0,-1704.0,9582.0,9417.0,46.0,-948.0,541.0,-75.0,10000.0,-426.0,88.0,-131.0,112.0,0,5197.0,6767.0,396.0,-73.0,9348.0,0,-154.0,0,298.0,0,6787.0,-1241.0,368.0,4434.0,1491.0,194.0,1059.0,-94.0,-4238.0,10000.0,-1921.0,177.0,1089.0,8546.0,93.0,7,0,9934.0,-662.0,-2522.0,273.0,-16.0,220.0,44
8939.0,672.0,10000.0,2130.0,-16.0,10000.0,-175.0,-1264.0,-281.0,40.0,6664.0,206.0,-6760.0,0,179.0,10000.0,6252.0,1517.0,-587.0,-124.0,445.0,8196.0,2744.0,1860.0,-131.0,601.0,0,4400.0,7959.0,-3554.0,1326.0,10000.0,0,1248.0,0,1061.0,0,7369.0,-246.0,197.0,701.0,504.0,-862.0,-857.0,6.0,224.0,10000.0,-2826.0,-131.0,-1851.0,3719.0,-317.0,9,0,5686.0,461.0,147.0,373.0,-201.0,-157.0,96
7622.0,-892.0,10000.0,-6530.0,192.0,10000.0,800.0,-1992.0,97.0,10.0,7805.0,1507.0,-8170.0,0,-6583.0,10000.0,2160.0,43.0,485.0,200.0,40.0,5050.0,-2065.0,678.0,-81.0,147.0,0,284.0,6381.0,689.0,540.0,10000.0,0,2697.0,0,2378.0,0,5767.0,1360.0,2848.0,17569.0,7165.0,421.0,-533.0,46.0,-20110.0,10000.0,-5981.0,-92.0,3766.0,7478.0,980.0,8,0,9126.0,-6073.0,-13846.0,-652.0,220.0,-32.0,96
9435.0,-1050.0,10000.0,-9745.0,227.0,10000.0,-732.0,8964.0,241.0,132.0,6382.0,945.0,-9034.0,0,-2966.0,8232.0,7592.0,-645.0,689.0,388.0,42.0,10000.0,-1268.0,225.0,54.0,-108.0,0,4671.0,3659.0,37.0,-14.0,6851.0,0,-55.0,0,565.0,0,4289.0,349.0,-173.0,-2534.0,7886.0,1557.0,-1346.0,29.0,5673.0,10000.0,-2219.0,78.0,9652.0,5272.0,13.0,10,0,8911.0,-1162.0,1710.0,545.0,-997.0,-48.0,15
8403.0,-1051.0,10000.0,2666.0,405.0,10000.0,-2252.0,23054.0,297.0,-67.0,6586.0,-10268.0,-1432.0,0,36705.0,7487.0,4665.0,-1444.0,1018.0,695.0,-188.0,8087.0,17635.0,-1438.0,-165.0,33.0,0,3545.0,5825.0,-919.0,880.0,8099.0,0,-263.0,0,1597.0,0,9897.0,-862.0,-18316.0,-88591.0,-12680.0,-4288.0,-643.0,367.0,16935.0,9922.0,52659.0,64.0,-26969.0,7795.0,429.0,12,0,5455.0,9437.0,75674.0,613.0,1284.0,-152.0,180
8150.0,174.0,10000.0,1937.0,-941.0,10000.0,-2141.0,8491.0,-163.0,130.0,4726.0,5858.0,-9494.0,0,-1135.0,5225.0,6908.0,9185.0,160.0,-397.0,232.0,10000.0,-6205.0,7289.0,23.0,715.0,0,-2707.0,8972.0,-2775.0,-681.0,6844.0,0,-177.0,0,1850.0,0,3142.0,1712.0,993.0,-1926.0,-2297.0,3032.0,222.0,-127.0,-11.0,7238.0,2879.0,20.0,13283.0,7316.0,1074.0,9,0,10000.0,-1388.0,-817.0,-1744.0,-1767.0,313.0,331
7485.0,-252.0,10000.0,-4918.0,407.0,10000.0,34.0,3448.0,-78.0,8.0,5620.0,1012.0,-6809.0,0,-1637.0,10000.0,6408.0,-3637.0,-807.0,-143.0,-2.0,7725.0,-8962.0,691.0,157.0,100.0,0,1163.0,3663.0,3789.0,-30.0,7064.0,0,2856.0,0,2515.0,0,7324.0,1346.0,1668.0,1350.0,3374.0,-277.0,-864.0,-249.0,-912.0,10000.0,-3990.0,120.0,6560.0,9231.0,657.0,11,0,4400.0,20.0,-1005.0,-268.0,-581.0,63.0,4
9588.0,747.0,10000.0,-9006.0,-167.0,10000.0,-465.0,4213.0,206.0,8.0,6890.0,1305.0,-6332.0,0,4379.0,9791.0,9644.0,-406.0,-1812.0,-42.0,149.0,10000.0,-278.0,-99.0,-9.0,16.0,0,4653.0,6061.0,995.0,238.0,8820.0,0,234.0,0,412.0,0,7740.0,291.0,771.0,16362.0,-3241.0,-446.0,-276.0,156.0,-12420.0,10000.0,-4267.0,78.0,3715.0,4170.0,151.0,8,0,8201.0,3718.0,-3955.0,423.0,-956.0,13.0,50
8417.0,695.0,10000.0,5054.0,233.0,10000.0,529.0,-597.0,517.0,-4.0,5154.0,890.0,-1202.0,0,-5840.0,7928.0,8607.0,3950.0,403.0,817.0,187.0,9232.0,-2901.0,673.0,-50.0,-226.0,0,3224.0,6764.0,-15005.0,155.0,9936.0,0,-1482.0,0,1583.0,0,9928.0,578.0,-1375.0,-1423.0,5223.0,4201.0,-725.0,-170.0,1805.0,8037.0,21697.0,-85.0,-9569.0,9483.0,-277.0,9,0,4520.0,-1692.0,582.0,-708.0,1138.0,-72.0,254
7367.0,2467.0,10000.0,-29139.0,-176.0,10000.0,757.0,2444.0,422.0,483.0,5220.0,-3157.0,-8616.0,0,-41254.0,8222.0,5473.0,2505.0,-1941.0,37.0,166.0,8426.0,-5646.0,2912.0,68.0,217.0,0,937.0,8445.0,1477.0,338.0,7569.0,0,1426.0,0,2633.0,0,5076.0,-915.0,12048.0,60631.0,-5458.0,-357.0,288.0,-127.0,-62145.0,9788.0,-5568.0,-47.0,28354.0,8406.0,933.0,9,0,6295.0,-84258.0,13178.0,-494.0,2871.0,-327.0,292
6527.0,-587.0,10000.0,4772.0,-465.0,10000.0,-1856.0,9426.0,-63.0,-304.0,1407.0,-1262.0,-499.0,0,14368.0,5808.0,4883.0,-5842.0,1991.0,596.0,481.0,8829.0,11195.0,-7409.0,-234.0,866.0,0,1004.0,5729.0,-20733.0,561.0,8135.0,0,421.0,0,3473.0,0,9988.0,1898.0,-1907.0,-17.0,-2131.0,-191.0,-2286.0,221.0,2879.0,6107.0,8749.0,67.0,-7747.0,9894.0,-212.0,10,0,4500.0,1373.0,1629.0,-1042.0,-20.0,85.0,94
9142.0,-2511.0,10000.0,4350.0,-373.0,10000.0,670.0,2476.0,-727.0,13.0,6547.0,1152.0,-7802.0,0,774.0,8251.0,8968.0,1127.0,1116.0,-19.0,726.0,10000.0,-13534.0,-5370.0,446.0,234.0,0,3265.0,7059.0,-4952.0,-1245.0,8751.0,0,142.0,0,858.0,0,6256.0,313.0,-7.0,-617.0,369.0,1488.0,-789.0,336.0,-584.0,9757.0,-3028.0,-31.0,-6761.0,6666.0,125.0,8,0,9724.0,-1388.0,818.0,500.0,523.0,-57.0,55
8634.0,115.0,10000.0,-895.0,-799.0,10000.0,190.0,-1438.0,-930.0,100.0,7760.0,-544.0,-573.0,0,-786.0,5074.0,4152.0,-35.0,252.0,413.0,428.0,7343.0,278.0,30.0,185.0,43.0,0,3180.0,9731.0,-120.0,1075.0,9999.0,0,1522.0,0,1366.0,0,9984.0,179.0,-12.0,1448.0,425.0,-437.0,-1248.0,82.0,551.0,9106.0,-4116.0,-111.0,-1319.0,5859.0,1196.0,12,0,6832.0,-350.0,1619.0,923.0,222.0,-145.0,42
9049.0,-351.0,-22378.0,-3745.0,143.0,21233.0,-104.0,-6973.0,35.0,16.0,6796.0,-1363.0,-8511.0,0,-12244.0,9872.0,7795.0,0.0,-11.0,1344.0,-92.0,9937.0,5153.0,0.0,0.0,-682.0,0,11545.0,6945.0,-667.0,116.0,6857.0,0,-651.0,0,951.0,0,5250.0,-224.0,-2742.0,-17572.0,0.0,1084.0,434.0,-200.0,-18646.0,10000.0,-2105.0,0.0,-8699.0,5271.0,178.0,8,0,8642.0,-30274.0,-10538.0,98.0,-1171.0,0.0,141
5915.0,39.0,10000.0,-4577.0,799.0,10000.0,933.0,-4382.0,93.0,543.0,4163.0,2161.0,3511.0,0,-8088.0,8075.0,5656.0,214.0,225.0,607.0,-54.0,6709.0,1413.0,407.0,100.0,36.0,0,-2047.0,8289.0,1024.0,2119.0,6845.0,0,735.0,0,4085.0,0,9363.0,-499.0,395.0,-5852.0,-597.0,-334.0,-871.0,295.0,-12247.0,8610.0,369.0,-85.0,4096.0,10000.0,1017.0,9,0,10000.0,-12760.0,-8931.0,-238.0,68.0,-222.0,337
9196.0,-1391.0,10000.0,-746.0,206.0,10000.0,90.0,1060.0,-878.0,93.0,6120.0,-159.0,-5214.0,0,-118.0,9626.0,8835.0,-3021.0,1516.0,228.0,-139.0,10000.0,-3159.0,-1488.0,361.0,-427.0,0,2969.0,6163.0,1930.0,-1281.0,8654.0,0,2356.0,0,804.0,0,8533.0,27.0,525.0,522.0,200.0,-41.0,-1071.0,-341.0,-225.0,10000.0,-2075.0,335.0,3993.0,7445.0,1028.0,9,0,8415.0,-70.0,-517.0,61.0,-352.0,300.0,197
8485.0,-1229.0,10000.0,17084.0,-192.0,10000.0,-7287.0,22448.0,76.0,-125.0,5877.0,-8391.0,-2147.0,0,19289.0,8613.0,6315.0,5212.0,1879.0,288.0,-433.0,9443.0,-60710.0,-5644.0,-196.0,23.0,0,-189.0,9324.0,-24617.0,832.0,7364.0,0,3167.0,0,1515.0,0,9767.0,-569.0,-3750.0,2476.0,7201.0,5299.0,-814.0,584.0,8912.0,9968.0,-10954.0,-136.0,15913.0,10000.0,1757.0,12,0,7508.0,7751.0,626.0,423.0,-5454.0,78.0,87
9800.0,-1377.0,10000.0,-706.0,-168.0,10000.0,1098.0,1075.0,179.0,-186.0,6629.0,481.0,-3501.0,0,-8925.0,9651.0,9964.0,-213.0,1133.0,-311.0,-113.0,10000.0,-982.0,193.0,-25.0,291.0,0,4681.0,7551.0,404.0,-697.0,9410.0,0,310.0,0,200.0,0,9367.0,-240.0,724.0,12430.0,7457.0,698.0,33.0,-157.0,-6304.0,10000.0,-5143.0,328.0,4455.0,7582.0,60.0,10,0,9991.0,-9349.0,-6421.0,199.0,-768.0,165.0,24
6959.0,390.0,10000.0,47.0,-242.0,10000.0,-144.0,999.0,626.0,34.0,3525.0,-264.0,-1989.0,0,452.0,7658.0,5999.0,-1118.0,1219.0,35.0,-440.0,8624.0,10559.0,-1138.0,-31.0,-316.0,0,2326.0,10000.0,-2165.0,239.0,10000.0,0,-1019.0,0,3041.0,0,9800.0,294.0,-481.0,75.0,-329.0,238.0,-405.0,-38.0,113.0,8012.0,6527.0,-65.0,-793.0,9070.0,-59.0,8,0,6966.0,-235.0,-117.0,-225.0,68.0,-79.0,88
9186.0,-1889.0,10000.0,-1747.0,175.0,10000.0,-1097.0,5600.0,877.0,-42.0,6111.0,-6345.0,-3885.0,0,-2735.0,8673.0,6508.0,-431.0,1132.0,-98.0,-103.0,10000.0,6276.0,-88.0,27.0,-57.0,0,4133.0,5510.0,172.0,1392.0,8469.0,0,-270.0,0,814.0,0,9214.0,846.0,-3641.0,-26555.0,4531.0,-5072.0,-781.0,155.0,19810.0,10000.0,15021.0,-167.0,7578.0,6571.0,28.0,11,0,7905.0,30168.0,2453.0,189.0,47.0,270.0,273
8258.0,-924.0,10000.0,-861.0,285.0,10000.0,440.0,-2382.0,29.0,220.0,7856.0,442.0,-6731.0,0,-2441.0,7584.0,7500.0,-272.0,709.0,-478.0,-658.0,10000.0,-6673.0,2637.0,-36.0,-619.0,0,2599.0,1925.0,2448.0,-1096.0,8177.0,0,1243.0,0,1742.0,0,7395.0,20.0,868.0,289.0,2496.0,387.0,-619.0,92.0,-728.0,9997.0,-2328.0,-43.0,1263.0,8013.0,635.0,10,0,6461.0,-520.0,-522.0,776.0,-22.0,-198.0,197
9482.0,-1147.0,10000.0,1779.0,-74.0,10000.0,-222.0,5271.0,-272.0,-225.0,7503.0,297.0,-5888.0,0,1774.0,9287.0,10000.0,-1410.0,-29.0,580.0,135.0,10000.0,-1346.0,-3913.0,156.0,331.0,0,4423.0,5485.0,-1366.0,407.0,9366.0,0,1223.0,0,518.0,0,8083.0,1082.0,227.0,1185.0,-1835.0,-256.0,-343.0,49.0,153.0,10000.0,-3027.0,-52.0,2254.0,6841.0,669.0,8,0,7657.0,428.0,-318.0,-181.0,-908.0,89.0,203
9875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6075.0,0.0,-1462.0,0,0.0,9047.0,9848.0,0.0,0.0,0.0,0.0,9265.0,0.0,0.0,0.0,0.0,0,0.0,8194.0,0.0,0.0,10000.0,0,0.0,0,125.0,0,9893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,8263.0,0.0,15,0,6190.0,0.0,0.0,0.0,0.0,0.0,262
6552.0,1619.0,10000.0,10354.0,-610.0,10000.0,-1027.0,-5145.0,839.0,205.0,6560.0,2265.0,-1876.0,0,691.0,7799.0,6674.0,-191.0,259.0,319.0,60.0,10000.0,1766.0,-632.0,106.0,-574.0,0,2799.0,7763.0,-927.0,630.0,10000.0,0,-860.0,0,3448.0,0,9823.0,-766.0,-4208.0,-7053.0,-251.0,5463.0,-208.0,-185.0,3057.0,7933.0,32293.0,-137.0,-1276.0,8769.0,244.0,8,0,7833.0,-10555.0,3244.0,437.0,700.0,183.0,171
8996.0,1006.0,10000.0,-2469.0,347.0,10000.0,295.0,29.0,389.0,358.0,8082.0,-275.0,-8588.0,0,-1288.0,7136.0,10000.0,-198.0,-3387.0,-331.0,-28.0,10000.0,535.0,-160.0,-322.0,-31.0,0,-420.0,5144.0,105.0,234.0,6916.0,0,-944.0,0,1004.0,0,5123.0,1270.0,-586.0,-1210.0,-1333.0,-830.0,-1258.0,157.0,1332.0,10000.0,-1421.0,190.0,591.0,7505.0,1459.0,10,0,8947.0,4517.0,2969.0,1391.0,447.0,99.0,219
9422.0,1988.0,10000.0,2296.0,396.0,10000.0,-268.0,-1414.0,125.0,64.0,7171.0,-237.0,-5410.0,0,812.0,9471.0,8737.0,2728.0,-2115.0,-565.0,-18.0,10000.0,3590.0,2072.0,24.0,108.0,0,2512.0,7490.0,-3137.0,-106.0,8828.0,0,321.0,0,578.0,0,8411.0,767.0,-48.0,369.0,1352.0,-673.0,-1294.0,-3.0,270.0,10000.0,-1819.0,236.0,-2522.0,6261.0,-130.0,9,0,9931.0,420.0,219.0,486.0,-70.0,4.0,324
7738.0,-2430.0,10000.0,1345.0,52.0,10000.0,103.0,-1271.0,573.0,451.0,4105.0,604.0,-5701.0,0,1051.0,8051.0,7442.0,1039.0,1426.0,-1306.0,-66.0,10000.0,-28923.0,-1130.0,480.0,512.0,0,1014.0,6648.0,-979.0,-311.0,8488.0,0,420.0,0,2262.0,0,8216.0,755.0,890.0,-20.0,-1600.0,1334.0,-882.0,341.0,418.0,8383.0,-4624.0,58.0,-1764.0,7611.0,1086.0,9,0,8580.0,-155.0,568.0,-58.0,198.0,-432.0,323
8061.0,-242.0,10000.0,-7366.0,-137.0,10000.0,2191.0,-14350.0,606.0,323.0,5262.0,5996.0,-4807.0,0,-13405.0,9811.0,6910.0,196.0,284.0,13.0,73.0,7745.0,-5534.0,1445.0,97.0,-308.0,0,2870.0,2676.0,1614.0,1090.0,7890.0,0,899.0,0,1939.0,0,8769.0,-1099.0,6065.0,35052.0,9887.0,2137.0,-1115.0,-113.0,-35921.0,10000.0,-15317.0,100.0,4070.0,6160.0,860.0,12,0,2551.0,-19709.0,-27102.0,1678.0,-95.0,4.0,343
8341.0,1104.0,10000.0,4405.0,-211.0,10000.0,-488.0,-10969.0,-186.0,-194.0,3721.0,-2117.0,-8651.0,0,-3025.0,3577.0,6196.0,1319.0,-528.0,278.0,391.0,10000.0,942.0,1415.0,280.0,103.0,0,-2270.0,1441.0,-1770.0,1396.0,4160.0,0,-645.0,0,1659.0,0,5016.0,-176.0,979.0,16547.0,7520.0,-6296.0,-519.0,-18.0,31046.0,9668.0,-10694.0,-73.0,-17443.0,5319.0,-56.0,14,0,4988.0,37291.0,19991.0,-92.0,250.0,136.0,95
9375.0,-1990.0,10000.0,4181.0,555.0,10000.0,1397.0,-3482.0,-377.0,29.0,6607.0,857.0,-5265.0,0,-6335.0,9451.0,9201.0,831.0,896.0,248.0,221.0,10000.0,-1206.0,60.0,124.0,118.0,0,4418.0,6757.0,269.0,-737.0,9611.0,0,-587.0,0,625.0,0,8502.0,266.0,455.0,2689.0,2803.0,837.0,-215.0,36.0,-9838.0,10000.0,-4411.0,111.0,-7332.0,8553.0,-56.0,8,0,8457.0,-12432.0,2569.0,-185.0,290.0,-36.0,324
9374.0,-261.0,10000.0,688.0,847.0,10000.0,-211.0,4125.0,187.0,-211.0,8050.0,360.0,-7091.0,0,575.0,9997.0,8754.0,-24.0,-451.0,491.0,-614.0,10000.0,-86.0,-339.0,-290.0,-11.0,0,4424.0,6067.0,-88.0,-440.0,9790.0,0,1172.0,0,626.0,0,7051.0,828.0,304.0,6895.0,-644.0,-174.0,-629.0,181.0,-1429.0,10000.0,-2214.0,-13.0,803.0,7521.0,507.0,8,0,8285.0,1787.0,-929.0,-241.0,-594.0,-41.0,289
