V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,class
7233.0,526.0,10000.0,-873.0,-33.0,10000.0,-208.0,977.0,439.0,83.0,3575.0,-479.0,-9810.0,0,-934.0,4406.0,5541.0,705.0,2647.0,-29.0,-568.0,6989.0,14980.0,1203.0,121.0,-213.0,0,-825.0,5964.0,-1406.0,-1466.0,10000.0,0,-181.0,0,2767.0,0,-1941.0,-792.0,-339.0,47.0,-377.0,-579.0,12.0,102.0,8.0,4562.0,2949.0,-140.0,546.0,10000.0,1965.0,14,0,4300.0,-424.0,158.0,-1547.0,228.0,209.0,221
6275.0,1272.0,10000.0,-215.0,-509.0,10000.0,176.0,1970.0,225.0,-168.0,6689.0,-308.0,-7383.0,0,1938.0,7229.0,4851.0,-1332.0,964.0,713.0,923.0,8740.0,579.0,-1812.0,-20.0,607.0,0,1929.0,6773.0,971.0,828.0,8558.0,0,-779.0,0,3725.0,0,6744.0,-583.0,555.0,17.0,-1380.0,-806.0,-1536.0,-457.0,-519.0,8008.0,-5547.0,72.0,859.0,6622.0,272.0,10,0,6234.0,41.0,-334.0,185.0,-113.0,-350.0,323
7841.0,-211.0,10000.0,708.0,1006.0,10000.0,837.0,-5618.0,451.0,32.0,5609.0,1371.0,-7160.0,0,-1882.0,7130.0,9827.0,286.0,43.0,-546.0,381.0,9953.0,-1536.0,124.0,115.0,267.0,0,1474.0,4632.0,-35.0,-616.0,7280.0,0,3189.0,0,2159.0,0,6981.0,100.0,1209.0,1026.0,-1700.0,1076.0,-761.0,-151.0,-7170.0,10000.0,-3207.0,291.0,-4091.0,8599.0,1221.0,10,0,5742.0,-11991.0,700.0,-1817.0,971.0,-103.0,191
9304.0,-2322.0,10000.0,1542.0,742.0,10000.0,323.0,-1398.0,650.0,-70.0,5556.0,-128.0,-6427.0,0,-614.0,9211.0,8392.0,43.0,1330.0,-230.0,11.0,10000.0,-608.0,112.0,310.0,283.0,0,3185.0,7339.0,-83.0,-1360.0,9386.0,0,406.0,0,696.0,0,7661.0,-612.0,403.0,2316.0,-459.0,188.0,-252.0,97.0,-1168.0,10000.0,-2025.0,36.0,574.0,6917.0,338.0,8,0,8361.0,-2479.0,-1391.0,626.0,191.0,14.0,277
7624.0,1144.0,10000.0,-11289.0,561.0,10000.0,-1239.0,12912.0,1167.0,-565.0,6816.0,221.0,-9906.0,0,1971.0,8654.0,6169.0,-6263.0,-1397.0,356.0,-116.0,7891.0,39540.0,5662.0,-80.0,230.0,0,1769.0,6070.0,-8178.0,-2757.0,7938.0,0,-601.0,0,2376.0,0,1366.0,-426.0,3858.0,3147.0,-1033.0,-5510.0,-732.0,470.0,-1253.0,10000.0,2000.0,-191.0,5733.0,9793.0,35.0,11,0,5272.0,-723.0,106.0,672.0,454.0,384.0,0
9604.0,1435.0,10000.0,989.0,-349.0,10000.0,-158.0,1060.0,81.0,-132.0,5122.0,-312.0,-4939.0,0,931.0,9413.0,7344.0,151.0,-1518.0,437.0,107.0,10000.0,235.0,-7.0,-2.0,199.0,0,4343.0,6882.0,-193.0,-178.0,9593.0,0,869.0,0,396.0,0,8695.0,-158.0,-117.0,5062.0,-547.0,-529.0,-457.0,285.0,2090.0,10000.0,-2293.0,-29.0,-1190.0,5296.0,269.0,10,0,8005.0,4365.0,692.0,218.0,-96.0,56.0,110
6124.0,78.0,10000.0,3454.0,-383.0,10000.0,222.0,-1806.0,-591.0,-290.0,3397.0,-80.0,5623.0,0,2218.0,7197.0,5256.0,88.0,2171.0,1197.0,493.0,7363.0,968.0,-212.0,-86.0,408.0,0,182.0,5227.0,5.0,-228.0,8485.0,0,1875.0,0,3876.0,0,8269.0,702.0,105.0,6570.0,-2278.0,-1047.0,-1222.0,-480.0,-311.0,7348.0,1281.0,-395.0,-3622.0,10000.0,896.0,9,0,9545.0,5661.0,-5510.0,-311.0,-88.0,215.0,71
6241.0,496.0,10000.0,5289.0,366.0,10000.0,181.0,-3512.0,-816.0,586.0,3626.0,410.0,2606.0,0,1977.0,5856.0,6431.0,169.0,1839.0,909.0,327.0,7373.0,1428.0,-307.0,33.0,188.0,0,236.0,7709.0,387.0,-158.0,9513.0,0,1999.0,0,3759.0,0,9655.0,550.0,800.0,12623.0,-3862.0,-1959.0,-1859.0,-538.0,-973.0,6123.0,1886.0,149.0,-2919.0,10000.0,1253.0,9,0,6580.0,7170.0,-8327.0,-511.0,-456.0,110.0,202
7860.0,2067.0,10000.0,-14013.0,275.0,10000.0,-1143.0,-210.0,16.0,-65.0,5771.0,4158.0,-8838.0,0,-7262.0,9190.0,9177.0,-1860.0,-729.0,303.0,129.0,9990.0,-52017.0,13551.0,219.0,81.0,0,2624.0,5475.0,-5631.0,159.0,7862.0,0,2307.0,0,2140.0,0,4678.0,-2459.0,-859.0,-3690.0,14468.0,6595.0,-607.0,240.0,2197.0,10000.0,-5295.0,-171.0,4174.0,10000.0,605.0,9,0,5942.0,-2077.0,2470.0,660.0,198.0,120.0,338
9288.0,-1520.0,10000.0,-589.0,142.0,10000.0,-12.0,-121.0,-241.0,265.0,6394.0,302.0,-4561.0,0,-199.0,8373.0,6444.0,-35.0,1784.0,1181.0,-130.0,9901.0,-870.0,-17.0,443.0,-368.0,0,3306.0,7653.0,-87.0,799.0,9521.0,0,1024.0,0,712.0,0,8899.0,-135.0,825.0,7138.0,866.0,224.0,-1391.0,1.0,194.0,9971.0,-3382.0,-76.0,-212.0,5414.0,771.0,10,0,6868.0,-733.0,-1407.0,561.0,-65.0,324.0,76
8948.0,-2948.0,10000.0,-3933.0,400.0,10000.0,-206.0,5776.0,40.0,-339.0,5588.0,-118.0,-7094.0,0,-266.0,8667.0,8051.0,-331.0,886.0,-432.0,-117.0,10000.0,-1433.0,98.0,98.0,301.0,0,2788.0,6750.0,-293.0,363.0,7708.0,0,-1053.0,0,1052.0,0,7048.0,1077.0,175.0,-2682.0,5036.0,918.0,-529.0,224.0,7202.0,10000.0,-2441.0,-11.0,3970.0,5255.0,-157.0,8,0,9686.0,-2609.0,4470.0,649.0,-182.0,56.0,259
9635.0,903.0,10000.0,1057.0,-48.0,10000.0,-452.0,2625.0,0.0,-45.0,4024.0,86.0,-2759.0,0,2583.0,9568.0,6937.0,87.0,-548.0,145.0,2.0,9532.0,380.0,-216.0,11.0,-162.0,0,4932.0,9239.0,-126.0,29.0,10000.0,0,-339.0,0,365.0,0,9612.0,232.0,-53.0,10004.0,-2543.0,-909.0,-871.0,118.0,-854.0,10000.0,-6009.0,51.0,-127.0,8761.0,-251.0,10,0,7498.0,6906.0,1238.0,-3.0,-687.0,23.0,262
7819.0,1649.0,10000.0,48383.0,-144.0,10000.0,4695.0,-81744.0,-122.0,406.0,4983.0,-2738.0,-866.0,0,-5182.0,7558.0,6074.0,75981.0,-123.0,220.0,386.0,10000.0,-65853.0,78433.0,-68.0,475.0,0,3995.0,4450.0,8882.0,604.0,10000.0,0,-1426.0,0,2181.0,0,9962.0,-538.0,3739.0,2150.0,-3401.0,3160.0,-982.0,-320.0,-8594.0,8069.0,-51526.0,182.0,-66233.0,9980.0,330.0,10,0,6393.0,-5649.0,1802.0,30.0,3688.0,-32.0,204
8880.0,-131.0,10000.0,185.0,64.0,10000.0,-28.0,-321.0,-443.0,336.0,6907.0,-107.0,-4311.0,0,-168.0,9878.0,6958.0,74.0,258.0,688.0,130.0,8121.0,103.0,55.0,39.0,-339.0,0,3687.0,10000.0,-143.0,5.0,10000.0,0,1226.0,0,1120.0,0,9023.0,429.0,-53.0,1606.0,37.0,-134.0,-750.0,-77.0,1057.0,10000.0,-2825.0,102.0,-639.0,7357.0,488.0,8,0,7958.0,268.0,1243.0,-175.0,-47.0,-195.0,42
7579.0,225.0,10000.0,712.0,186.0,10000.0,698.0,87.0,538.0,222.0,9244.0,1102.0,3693.0,0,-918.0,8159.0,5638.0,46.0,356.0,161.0,361.0,6690.0,-985.0,-20.0,-86.0,-39.0,0,2766.0,10000.0,138.0,274.0,10000.0,0,1250.0,0,2421.0,0,9293.0,255.0,-803.0,2184.0,580.0,2202.0,-714.0,-248.0,-8085.0,8249.0,16865.0,97.0,-2841.0,9605.0,574.0,8,0,8055.0,-841.0,-4696.0,-648.0,76.0,95.0,145
8585.0,145.0,10000.0,4791.0,-66.0,10000.0,-210.0,-8782.0,-58.0,-273.0,7032.0,-566.0,-8019.0,0,-7933.0,10000.0,8309.0,1081.0,-904.0,95.0,230.0,10000.0,-178.0,524.0,101.0,508.0,0,3886.0,6017.0,559.0,117.0,8150.0,0,1396.0,0,1415.0,0,5974.0,649.0,-1097.0,4696.0,-2219.0,196.0,-1020.0,-90.0,11474.0,10000.0,-2129.0,190.0,997.0,7020.0,43.0,9,0,5884.0,16964.0,-4479.0,446.0,-1335.0,29.0,83
9344.0,-494.0,10000.0,1830.0,286.0,10000.0,-287.0,1895.0,216.0,-26.0,2411.0,-269.0,-2623.0,0,2376.0,8543.0,3564.0,94.0,972.0,-48.0,-110.0,8505.0,-1630.0,-1223.0,29.0,133.0,0,3845.0,8623.0,-2057.0,-1016.0,10000.0,0,1223.0,0,656.0,0,9650.0,231.0,119.0,470.0,-1165.0,-336.0,-687.0,223.0,360.0,10000.0,-3571.0,-101.0,746.0,5786.0,567.0,12,0,6231.0,282.0,15.0,-484.0,-399.0,-328.0,149
9404.0,1740.0,10000.0,2847.0,-142.0,10000.0,390.0,993.0,173.0,-104.0,7514.0,-879.0,-8657.0,0,4004.0,6696.0,10000.0,-2123.0,-2211.0,354.0,403.0,10000.0,12960.0,-2507.0,24.0,-7.0,0,-3602.0,9077.0,7516.0,213.0,6453.0,0,0.0,0,596.0,0,5005.0,570.0,1.0,-954.0,326.0,-1964.0,-824.0,106.0,339.0,9946.0,-1457.0,22.0,4228.0,8195.0,582.0,8,0,10000.0,-651.0,479.0,217.0,-3.0,-91.0,274
8689.0,1461.0,10000.0,-1521.0,-70.0,10000.0,880.0,375.0,194.0,181.0,7146.0,-1252.0,-8262.0,0,1379.0,8532.0,6530.0,-4339.0,-1481.0,138.0,416.0,10000.0,13999.0,-4208.0,103.0,-85.0,0,-3526.0,6510.0,7778.0,498.0,8921.0,0,107.0,0,1311.0,0,5634.0,-351.0,-541.0,-989.0,-2857.0,-2230.0,-295.0,42.0,696.0,10000.0,-2435.0,-95.0,2884.0,7860.0,155.0,8,0,7944.0,47.0,599.0,282.0,392.0,27.0,295
9211.0,-1612.0,10000.0,4400.0,223.0,10000.0,1447.0,-2954.0,-49.0,51.0,8351.0,2296.0,-6603.0,0,-8855.0,8470.0,10000.0,8412.0,299.0,492.0,-43.0,10000.0,-15941.0,1996.0,-139.0,200.0,0,4162.0,9214.0,3312.0,-1.0,5273.0,0,1497.0,0,789.0,0,7510.0,1614.0,1306.0,1489.0,3578.0,1336.0,-806.0,-1.0,-1385.0,10000.0,-5247.0,282.0,-5891.0,7582.0,644.0,8,0,10000.0,-1576.0,-195.0,-441.0,-228.0,25.0,208
9476.0,-1307.0,10000.0,5388.0,74.0,10000.0,-521.0,3384.0,773.0,487.0,5510.0,-28.0,-3326.0,0,4926.0,9700.0,9399.0,822.0,1120.0,-381.0,-388.0,9928.0,-2807.0,-1195.0,182.0,217.0,0,4070.0,4353.0,-4858.0,-236.0,8874.0,0,2157.0,0,524.0,0,9431.0,248.0,268.0,758.0,-3816.0,-165.0,-982.0,162.0,623.0,10000.0,-3454.0,-42.0,672.0,6028.0,903.0,11,0,6666.0,358.0,-84.0,529.0,-665.0,-117.0,216
9330.0,-349.0,10000.0,1107.0,-187.0,10000.0,-233.0,530.0,-264.0,-354.0,3604.0,-493.0,-3466.0,0,948.0,9570.0,4878.0,93.0,579.0,-181.0,145.0,8032.0,290.0,-18.0,157.0,280.0,0,4097.0,9042.0,-270.0,-357.0,10000.0,0,610.0,0,670.0,0,9380.0,1013.0,-363.0,2984.0,-60.0,-401.0,-1435.0,345.0,4610.0,10000.0,-2858.0,-308.0,-1081.0,6613.0,341.0,10,0,6941.0,4522.0,1924.0,-60.0,-278.0,-96.0,72
9302.0,-1287.0,10000.0,-291.0,655.0,10000.0,65.0,946.0,49.0,192.0,5833.0,-238.0,-8059.0,0,-108.0,9572.0,8095.0,-14.0,490.0,153.0,-77.0,10000.0,-69.0,-29.0,-86.0,-242.0,0,2983.0,7961.0,-17.0,-2168.0,8618.0,0,-169.0,0,698.0,0,5920.0,492.0,110.0,2656.0,323.0,-130.0,-778.0,132.0,-586.0,10000.0,-1455.0,248.0,254.0,6480.0,358.0,8,0,9309.0,4.0,-715.0,-300.0,-118.0,-125.0,211
9729.0,287.0,10000.0,-959.0,-51.0,10000.0,-153.0,2909.0,-121.0,-142.0,6332.0,246.0,-4103.0,0,958.0,10000.0,7750.0,-1113.0,-24.0,122.0,15.0,9757.0,-499.0,-2723.0,-65.0,-67.0,0,5329.0,9285.0,1492.0,-114.0,10000.0,0,-295.0,0,271.0,0,9120.0,277.0,202.0,812.0,-770.0,-236.0,-951.0,184.0,-220.0,10000.0,-4069.0,51.0,1972.0,8869.0,-184.0,8,0,7676.0,191.0,-188.0,55.0,-594.0,-58.0,262
8365.0,746.0,10000.0,1478.0,323.0,10000.0,1014.0,-6078.0,-820.0,-244.0,5057.0,830.0,-7093.0,0,-2644.0,9136.0,7207.0,4094.0,-601.0,262.0,289.0,9999.0,-9773.0,3720.0,115.0,403.0,0,2850.0,6193.0,2393.0,-1007.0,7476.0,0,539.0,0,1635.0,0,7049.0,-1213.0,657.0,-443.0,-282.0,636.0,-716.0,69.0,-706.0,10000.0,-3223.0,299.0,-4150.0,6497.0,217.0,9,0,4894.0,-1016.0,-119.0,445.0,619.0,68.0,37
7865.0,-1000.0,10000.0,1051.0,-1043.0,10000.0,575.0,7106.0,-1053.0,-181.0,7351.0,2496.0,-7862.0,0,8327.0,9161.0,7081.0,-810.0,303.0,186.0,98.0,10000.0,-2846.0,-1198.0,307.0,571.0,0,2251.0,6419.0,-719.0,-1243.0,7938.0,0,601.0,0,2135.0,0,6180.0,2003.0,553.0,-21476.0,783.0,3651.0,-997.0,704.0,-14189.0,9509.0,-5301.0,-421.0,-5694.0,6328.0,608.0,8,0,9103.0,-28450.0,8856.0,-134.0,892.0,67.0,161
9289.0,-407.0,10000.0,-6379.0,16.0,10000.0,584.0,-446.0,-623.0,73.0,7253.0,687.0,-6324.0,0,-3793.0,9825.0,9327.0,3529.0,-193.0,58.0,-136.0,10000.0,-4792.0,1327.0,-92.0,-94.0,0,4501.0,7290.0,9540.0,-627.0,8935.0,0,-813.0,0,711.0,0,7746.0,428.0,359.0,640.0,2363.0,263.0,-146.0,193.0,-1232.0,10000.0,-3376.0,147.0,-1703.0,7484.0,-163.0,8,0,9810.0,-512.0,-115.0,-228.0,-383.0,19.0,324
8190.0,-465.0,10000.0,-352.0,356.0,10000.0,51.0,-549.0,-419.0,208.0,6420.0,483.0,-7823.0,0,-207.0,8211.0,6439.0,27.0,1179.0,435.0,57.0,9369.0,-5736.0,208.0,-68.0,-90.0,0,3098.0,8711.0,186.0,1173.0,9432.0,0,57.0,0,1810.0,0,6229.0,-1260.0,562.0,279.0,-161.0,303.0,-1291.0,355.0,-185.0,10000.0,-1880.0,-13.0,537.0,8238.0,349.0,9,0,5218.0,-147.0,-212.0,861.0,-85.0,-11.0,10
5941.0,342.0,10000.0,-1298.0,886.0,10000.0,-135.0,2423.0,399.0,-363.0,3545.0,-1116.0,-4755.0,0,-827.0,7100.0,5455.0,56.0,669.0,1018.0,-304.0,10000.0,851.0,-15.0,-340.0,-161.0,0,975.0,8500.0,-84.0,688.0,9100.0,0,28.0,0,4059.0,0,8797.0,875.0,570.0,-2815.0,-23.0,-2403.0,-900.0,7.0,-3520.0,7100.0,-13971.0,229.0,2265.0,7900.0,668.0,8,0,7800.0,4013.0,1526.0,-1339.0,-53.0,380.0,117
8987.0,-289.0,10000.0,-11743.0,-378.0,10000.0,1427.0,-11201.0,684.0,-395.0,5187.0,474.0,-5027.0,0,-15167.0,6913.0,9095.0,8711.0,-1314.0,-855.0,11.0,10000.0,-5517.0,6963.0,135.0,487.0,0,3702.0,5518.0,9806.0,-831.0,7293.0,0,1928.0,0,1013.0,0,8644.0,534.0,190.0,326.0,10535.0,-13.0,-887.0,222.0,-574.0,9875.0,-4134.0,312.0,-8495.0,5903.0,1156.0,9,0,8717.0,-611.0,746.0,1180.0,911.0,-82.0,92
8106.0,261.0,10000.0,2782.0,-1095.0,10000.0,-3002.0,9182.0,-118.0,45.0,6315.0,7786.0,-9708.0,0,-306.0,6693.0,7420.0,1096.0,324.0,-181.0,361.0,9966.0,-979.0,1093.0,16.0,430.0,0,-2530.0,9942.0,-470.0,-1083.0,7624.0,0,122.0,0,1894.0,0,2400.0,1682.0,1161.0,-21640.0,496.0,3928.0,169.0,-218.0,390.0,7438.0,3262.0,-74.0,14065.0,8333.0,672.0,8,0,10000.0,-15343.0,-9443.0,-1329.0,-2329.0,274.0,331
9250.0,1130.0,10000.0,-7479.0,160.0,10000.0,-393.0,9817.0,473.0,-142.0,7114.0,1528.0,-7071.0,0,3222.0,8132.0,10000.0,9.0,-2811.0,46.0,148.0,10000.0,-126.0,-629.0,262.0,-3.0,0,4035.0,8241.0,509.0,529.0,6354.0,0,474.0,0,750.0,0,7071.0,-338.0,578.0,17744.0,-4117.0,-825.0,164.0,78.0,-9035.0,9721.0,-4384.0,75.0,1301.0,6686.0,590.0,8,0,10000.0,8488.0,-3899.0,681.0,-1218.0,238.0,353
9533.0,-93.0,10000.0,-2989.0,-300.0,10000.0,739.0,1831.0,-429.0,242.0,6757.0,663.0,-4843.0,0,-4148.0,9096.0,10000.0,-255.0,-74.0,-7.0,169.0,10000.0,-744.0,195.0,324.0,-260.0,0,4611.0,5933.0,296.0,-141.0,10000.0,0,-50.0,0,467.0,0,8749.0,-1468.0,747.0,9165.0,3931.0,279.0,237.0,-182.0,-5997.0,10000.0,-4210.0,412.0,5039.0,8305.0,67.0,8,0,8448.0,-6717.0,-6609.0,693.0,-588.0,7.0,158
9549.0,-1615.0,10000.0,-793.0,442.0,10000.0,914.0,-2691.0,322.0,81.0,6106.0,1377.0,-4253.0,0,-7783.0,7134.0,9674.0,1205.0,706.0,409.0,-26.0,10000.0,-14269.0,4558.0,58.0,222.0,0,4725.0,6557.0,3569.0,-56.0,10000.0,0,-276.0,0,451.0,0,9051.0,-165.0,1198.0,1331.0,4871.0,966.0,-316.0,100.0,-637.0,10000.0,-5711.0,109.0,1602.0,7818.0,-105.0,9,0,7498.0,-769.0,-632.0,529.0,-585.0,-63.0,1
9692.0,1545.0,10000.0,1848.0,-208.0,10000.0,-347.0,277.0,-35.0,14.0,7163.0,-154.0,-7157.0,0,2368.0,10000.0,7671.0,1653.0,-1932.0,-40.0,359.0,10000.0,2218.0,909.0,56.0,64.0,0,4485.0,8621.0,-1810.0,17.0,10000.0,0,119.0,0,308.0,0,6984.0,300.0,-125.0,589.0,-1084.0,-449.0,-525.0,122.0,86.0,10000.0,-2038.0,102.0,-1351.0,7805.0,88.0,8,0,6638.0,442.0,152.0,-127.0,-208.0,46.0,12
7836.0,160.0,10000.0,-1264.0,-81.0,10000.0,60.0,-376.0,-1077.0,40.0,8508.0,-237.0,-1444.0,0,-837.0,6665.0,4817.0,-27.0,422.0,763.0,36.0,7290.0,66.0,15.0,130.0,55.0,0,2779.0,9923.0,-78.0,1605.0,10000.0,0,1774.0,0,2164.0,0,9895.0,292.0,-36.0,-1168.0,512.0,-132.0,-1253.0,126.0,153.0,9976.0,-2816.0,-8.0,-35.0,6979.0,1100.0,10,0,7375.0,-922.0,1673.0,70.0,252.0,131.0,42
9717.0,-2547.0,10000.0,299.0,950.0,10000.0,417.0,-1509.0,-295.0,-149.0,6700.0,217.0,-8416.0,0,-2932.0,9903.0,9658.0,130.0,1033.0,257.0,136.0,10000.0,-397.0,165.0,67.0,211.0,0,4001.0,7457.0,202.0,-956.0,10000.0,0,-974.0,0,283.0,0,5401.0,358.0,179.0,2597.0,1839.0,221.0,-950.0,279.0,-3042.0,10000.0,-1787.0,407.0,236.0,8434.0,-183.0,8,0,9537.0,-3137.0,-738.0,-34.0,-13.0,92.0,135
