V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,Class
0.45211,0.83152,0.87701,0.7898,0.56239,3.2304,-1.7638,-0.41777,-0.071453,-0.50533,0.47259,-0.26464,0.28732,-2.0321,-0.233,-1.6648,1.3116,-0.82935,-1.5383,-2.6925,-1.3525,2.2246,1.878,2.7684,2.4249,-0.3025,-0.89604,-0.12427,-0.38735,3.3152,0.46343,-2.0321,-0.092482,-0.22559,2.7834,2.3488,1.6932,1.2259,1.7164,-0.26431,1.6838,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,2.6786,2.2579,-0.46486,-2.1318,2
-0.96616,-2.2098,-0.81793,-0.93268,-0.40396,-0.80716,0.67542,-0.009172,0.34661,-0.64141,-0.29398,-0.3095,0.074797,0.75143,0.13799,1.355,-0.15892,0.58673,0.35388,0.62782,0.96049,0.020912,-0.086397,-0.4775,-0.35895,0.18967,0.13681,-0.072476,0.073263,-0.44033,-0.67335,0.75143,-0.092482,-0.22559,-0.42105,-0.35232,-0.35287,-0.22165,-0.30085,-0.26431,-0.34795,-0.16374,-0.11229,-0.41675,-2.0368,-0.32903,-0.39267,-0.28514,-0.62013,-0.46486,0.76657,2
-0.3013,0.4132,-0.73009,-0.22167,-0.33954,-0.51948,0.50557,-0.009172,-0.21842,0.31119,-0.3217,-0.11159,-0.18791,0.45319,-0.077063,-1.6199,-0.15812,-1.8408,-1.3735,-0.28811,-0.45101,-1.5217,-1.0121,-0.4775,-0.47153,-0.8666,-1.1469,-0.11823,-0.28915,-0.44033,-0.29443,0.45319,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,0.11651,0.67108,-0.3943,0.070379,-0.4899,-0.084843,-0.068858,0.10649,4
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.36924,1.1693,-0.37019,-0.24108,-1.5351,-0.15317,-0.31645,-0.088261,1.5308,1.7592,1.8491,0.62596,1.7839,-0.23046,1.8307,-0.1995,1.31,0.63097,0.28163,0.083324,-0.44033,2.2318,-1.5351,-0.092482,0.5974,-0.42105,-0.35232,-0.12941,-0.059662,-0.080045,0.48951,-0.1242,-0.16374,-0.11229,-0.36328,0.99018,-0.54541,-0.33836,-0.21738,-0.56571,-0.46486,0.71176,6
-0.93217,-3.4306,2.4624,-0.85907,2.2994,-0.72832,-1.7638,1.0804,-0.20546,-0.64141,-0.78161,-0.20395,-0.28857,0.60231,0.078783,-0.40685,-0.14704,-1.4902,0.15183,-1.5704,-0.20182,0.75548,-0.24973,0.48425,-0.52829,-0.76304,0.063717,-0.14539,-0.19589,-0.44033,-0.48389,0.60231,-0.092482,-0.22559,-0.42105,-0.35232,-0.066926,0.13153,0.006658,0.27414,-0.066937,-0.16374,-0.11229,-0.52534,-2.3194,2.2226,-0.50295,-0.42274,1.2761,-0.46486,-1.1431,3
1.075,0.60136,1.6215,0.4188,0.20162,1.9971,-0.96032,-0.28157,-0.41199,-0.7775,-0.79958,-0.33852,-0.36591,0.30407,0.029683,1.5227,-0.15309,0.58673,2.1723,-0.28811,1.6269,0.020912,-0.022059,-0.4775,-0.4805,0.39678,2.1514,-0.088868,0.50745,-0.44033,-0.10496,0.30407,-0.092482,0.5974,-0.42105,-0.35232,-0.26073,-0.17833,-0.20837,0.5972,-0.25569,-0.16374,-0.11229,-0.57834,-2.2281,-0.26934,-0.55678,-0.4899,-0.67968,-0.46486,0.82654,2
-0.12632,0.43697,0.18574,-0.21719,-0.41685,-0.17584,0.44011,-0.41777,-0.1505,-0.50533,-0.48546,-0.33325,-0.2577,-0.093579,-0.1488,0.76999,-0.15364,0.58673,0.37036,0.51334,0.14812,0.020912,-0.004216,-0.11684,-0.1166,0.18967,0.36626,-0.10436,-0.057107,-0.44033,0.40028,-0.093579,-0.092482,-0.22559,-0.42105,-0.35232,-0.23002,-0.17833,-0.18871,-0.15662,-0.22494,-0.16374,-0.11229,-0.57834,-0.020753,0.13596,-0.55678,-0.4899,-0.75223,-0.46486,0.8996,6
-0.47565,0.43977,-0.50892,-0.35476,-0.43549,-0.61817,0.62963,-0.28157,-0.22995,2.3525,1.2412,1.3608,0.40387,0.65202,-0.11529,0.58994,-0.15723,0.58673,0.38576,0.99422,0.091696,0.020912,0.014155,-0.30438,0.16574,0.18967,0.24529,-0.088506,0.12837,-0.24267,-0.67335,0.65202,0.050869,-0.22559,-0.22077,-0.22369,-0.26708,-0.26309,-0.22339,-0.26431,-0.26524,-0.16374,0.026975,-0.57834,-0.003142,-0.3176,-0.55678,-0.4899,-0.56197,-0.30183,0.65818,6
-0.83306,-0.95608,-0.51431,-0.77703,-0.83867,-0.3218,0.87296,0.39943,0.40794,-0.36924,-0.70024,-0.26728,-0.14992,0.75143,-0.15803,0.46932,-0.15892,-0.82935,-0.65371,-0.28811,-0.18297,-0.86058,-0.12933,-0.4775,-0.52319,-0.40676,-0.45928,-0.11823,-0.21925,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.020493,-0.09507,-0.3804,-0.54564,-0.33784,-0.26431,-0.37976,-0.16374,0.026975,-0.53438,-0.33242,0.10214,-0.51214,-0.4342,-0.73985,0.12492,0.7069,6
-0.17232,-0.12467,-0.44465,-0.007754,-0.0389,-0.3245,0.16151,0.39943,0.1969,-0.36924,-0.67851,-0.26728,-0.2101,0.40349,-0.19789,0.25549,-0.15875,-1.3958,-1.4852,-0.28811,-0.12284,-0.86058,0.60911,-0.4775,-0.48194,-0.6184,-0.8435,-0.11823,-0.21162,0.053826,-0.54705,0.40349,-0.092482,-0.22559,0.17978,0.033554,-0.36769,-0.55977,-0.32281,-0.26431,-0.36598,-0.16374,-0.11229,-0.39898,-0.38999,-0.30523,-0.37462,-0.26262,0.006463,0.13671,-0.048288,5
1.2308,0.83152,-0.51883,1.2535,1.0133,0.14717,-0.96032,-0.55397,-0.55033,-0.09707,1.4171,-0.33325,-0.18533,-0.98829,-0.1893,1.437,-0.14599,0.58673,0.9134,-0.28811,0.4907,0.020912,-0.3268,-0.4775,-0.60503,0.18967,0.17452,-0.11823,-0.19879,-0.44033,1.5371,-0.98829,-0.092482,-0.22559,-0.42105,-0.35232,-0.27026,-0.40437,-0.21415,0.058755,-0.26524,-0.16374,-0.11229,-0.37905,0.99018,-0.27854,-0.55678,-0.4899,-0.78459,0.20356,0.72793,6
-0.13089,0.052536,-0.62143,0.057318,-0.14991,-0.29028,0.24703,0.39943,0.21123,-0.36924,-0.64494,-0.26728,-0.20429,0.65202,-0.19769,0.51547,-0.1589,-1.1126,-1.2951,-0.28811,-0.03983,-0.86058,0.31565,-0.4775,-0.48507,-0.63764,-0.77223,-0.11823,-0.18773,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,0.17978,0.033554,-0.37511,-0.57201,-0.33206,-0.26431,-0.3734,-0.16374,-0.11229,-0.53235,-0.55011,-0.48383,-0.51008,-0.43162,-0.059067,0.15214,0.012992,5
1.2308,0.83152,-0.51883,1.2535,1.0133,0.14717,-0.96032,-0.55397,-0.55033,0.58336,1.899,-0.25408,-0.094439,-1.4854,-0.17654,0.31377,-0.13232,0.58673,1.8947,-0.28811,0.44033,0.020912,-1.0244,-0.71793,-0.71994,0.18967,0.080115,-0.12201,-0.25302,-0.44033,2.1686,-1.4854,-0.092482,-0.22559,-0.42105,-0.35232,-0.21943,-0.26498,-0.16559,0.70489,-0.21434,-0.16374,-0.11229,-0.26909,0.99018,-0.31535,-0.4172,-0.31574,-0.64471,0.11136,0.61523,6
-0.9775,-3.2578,2.7381,-1.0652,-1.0963,0.005923,0.97436,-0.14537,0.78134,-0.50533,-1.1599,-0.32269,0.072152,-0.39182,5.1795,-1.4897,-0.15806,-0.35732,-1.7727,-0.28811,-0.44881,-0.53002,-0.093029,-0.4775,-0.4997,-0.27978,-0.93911,-0.11823,-0.29517,-0.44033,0.7792,-0.39182,-0.092482,-0.22559,-0.42105,-0.35232,-0.32851,-0.40625,-0.27426,2.3202,-0.32356,-0.16374,-0.11229,-0.57375,-1.9918,3.4576,-0.55678,-0.4899,-0.66308,0.259,0.58861,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.33852,-0.18291,-1.4854,-0.11793,-0.81678,-0.035151,1.5308,2.1745,1.8491,1.1143,0.38821,-0.73695,0.24381,-0.71591,0.25871,0.37169,-0.085198,-0.091506,-0.44033,2.1686,-1.4854,-0.092482,0.5974,-0.42105,-0.35232,-0.035155,0.28881,0.033247,1.028,-0.029822,-0.16374,-0.11229,-0.54113,0.99018,-0.46236,-0.53159,-0.45847,-0.75934,-0.25685,0.8432,4
2.0094,0.83152,-0.61188,2.2738,2.0055,-0.058381,-1.7638,-0.82637,-0.70995,-0.23316,0.36658,-0.31214,-0.31865,-2.2807,-0.17609,-1.5056,0.01874,0.58673,0.41921,-0.28811,-0.47803,0.020912,0.59848,0.24381,0.82981,0.18967,0.15446,-0.10547,-0.11335,1.5363,1.916,-2.2807,-0.092482,-0.22559,-0.42105,-0.35232,0.9328,0.54498,0.52803,-0.26431,0.9394,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,2.6549,2.2579,-0.46486,-2.1318,6
-0.13189,0.25613,-0.51883,-0.13769,0.11142,-0.3667,0.044085,-0.55397,-0.28429,-0.64141,-0.63394,-0.37283,-0.34288,-1.3362,-0.12351,-0.47759,-0.13216,0.58673,0.23675,0.78048,-0.11574,1.4901,1.774,1.446,1.649,0.86032,0.9693,-0.011275,0.2516,0.74564,1.2213,-1.3362,0.050869,-0.22559,-0.42105,-0.35232,-0.10823,-0.060604,-0.073109,-0.048934,-0.11572,1.5451,0.026975,-0.57834,-1.3176,-0.54541,-0.55678,-0.4899,1.2496,-0.46486,-1.1163,2
2.0094,0.83152,-0.75147,2.4129,2.1408,-0.3667,-1.7638,-0.82637,-0.70995,-0.50533,-0.004472,-0.32269,-0.34591,-1.2368,-0.21655,-1.3096,-0.071143,0.58673,0.41921,-0.28811,-0.47803,0.57184,0.94311,0.60446,1.1525,0.18967,0.22428,-0.099511,-0.059427,1.7339,0.46343,-1.2368,-0.092482,-0.22559,0.78062,0.41943,0.76018,0.39146,0.42515,-0.26431,0.76019,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,2.4373,2.2579,-0.46486,-2.1318,6
0.55593,0.56848,0.78839,0.77213,0.68264,-0.17584,-0.53943,-0.41777,-0.3978,-0.50533,-0.5724,-0.35436,-0.40036,0.35378,-0.21606,1.3754,-0.15897,0.58673,0.23399,0.51334,0.16036,0.020912,-0.12305,-0.4775,-0.36055,-0.06182,0.090139,-0.10931,-0.11477,0.15266,-0.54705,0.35378,-0.092482,-0.22559,-0.42105,-0.35232,-0.33274,-0.48159,-0.30085,-0.048934,-0.3278,-0.16374,-0.11229,-0.087543,-0.022908,-0.007693,-0.10364,0.075487,-0.10343,0.13372,0.063297,6
0.027384,0.13408,-0.87131,0.17147,0.17975,-0.63143,0.086697,-0.55397,-0.36168,-0.09707,0.13688,-0.31477,-0.23197,-1.1374,-0.16595,-0.48959,-0.14565,0.58673,0.44189,0.78048,-0.036944,0.33574,-0.16723,-0.27141,-0.26701,0.18967,0.18549,-0.099366,-0.15165,1.0421,0.7792,-1.1374,-0.020807,0.18591,-0.42105,-0.35232,-0.028801,0.13341,-0.065016,0.38182,-0.028762,0.51981,-0.04266,-0.12206,-0.72461,-0.54541,-0.093384,0.008532,0.36836,-0.46486,-0.2289,6
-0.4495,0.44389,-0.47475,-0.32319,-0.406,-0.62094,0.60444,-0.28157,-0.235,2.3525,1.268,1.3608,0.39984,0.70172,-0.11662,0.5717,-0.15718,0.58673,0.38593,0.99422,0.081873,0.020912,0.014059,-0.30438,0.14592,0.18967,0.2453,-0.088506,0.11788,-0.3415,-0.67335,0.70172,0.050869,-0.22559,-0.22077,-0.22369,-0.26497,-0.25933,-0.22108,-0.26431,-0.26312,-0.16374,0.026975,-0.53089,0.02051,-0.25948,-0.53269,-0.45984,-0.54312,-0.22614,0.61607,6
-0.49846,0.35328,-0.54904,-0.43882,-0.49181,-0.45346,0.61542,-0.28157,-0.21242,2.3525,1.0414,1.3608,0.4082,0.45319,-0.13443,0.72017,-0.15702,0.58673,0.3816,0.99422,0.14334,0.020912,-0.15643,-0.30438,0.37624,0.18967,0.068997,-0.088506,0.1047,-0.24267,-0.42074,0.45319,0.19422,-0.22559,-0.22077,-0.22369,-0.26285,-0.25838,-0.22224,-0.26431,-0.26524,0.17804,0.16624,-0.57834,-0.34199,-0.43318,-0.55678,-0.4899,-0.38651,-0.46486,0.5313,6
0.78245,0.73852,1.0462,0.9959,0.76282,-0.21618,-0.59508,-0.28157,-0.40898,-0.36924,-0.6114,-0.32005,-0.40581,0.45319,-0.21754,1.8354,-0.15937,0.58673,0.40325,-0.28811,0.3235,0.020912,0.005258,-0.4775,-0.2433,0.18967,0.24927,-0.11823,-0.034661,0.15266,-0.67335,0.45319,-0.092482,-0.22559,-0.42105,-0.35232,-0.35181,-0.49195,-0.31588,0.27414,-0.34689,-0.16374,-0.11229,0.16901,0.70736,-0.21183,-0.050772,0.14145,-0.21412,1.4151,-0.21681,1
-0.4495,0.44389,-0.47475,-0.32319,-0.406,-0.62094,0.60444,-0.28157,-0.235,2.3525,1.2627,1.3608,0.40596,0.70172,-0.11734,0.5933,-0.15724,0.58673,0.38593,0.99422,0.092192,0.020912,0.014011,-0.30438,0.14396,0.18967,0.2453,-0.088506,0.12078,-0.3415,-0.67335,0.70172,0.050869,-0.22559,-0.22077,-0.22369,-0.26602,-0.26027,-0.22339,-0.26431,-0.26418,-0.16374,0.026975,-0.55423,0.004867,-0.31944,-0.5323,-0.45935,-0.53923,-0.30315,0.63568,6
-1.1052,-2.1129,0.91085,-1.0652,-0.44837,-0.48647,0.58961,1.2166,0.80697,-0.7775,-1.202,-0.19867,-0.079666,-0.2427,-0.14467,-1.3347,-0.15846,-1.7144,-1.4281,-0.28811,-0.33173,0.020912,-0.63206,-0.4775,-0.41948,-0.82208,-0.94711,-0.11823,-0.25468,1.5363,-0.67335,-0.2427,-0.092482,-0.22559,6.1881,8.1369,-0.38358,-0.59461,-0.37137,-0.048934,-0.41369,-0.16374,-0.11229,-0.57834,-1.0555,1.108,-0.55678,-0.4899,-0.42983,0.089952,0.40538,6
2.0094,0.83152,0.87701,1.7173,1.4643,1.1749,-1.7638,-0.82637,-0.70995,0.58336,3.176,-0.28047,0.014634,-2.0321,-0.15035,-1.7259,2.103,0.58673,0.41921,-0.28811,-0.47803,0.020912,-0.14363,0.003369,0.37938,1.2795,0.70298,0.071167,0.15797,1.8328,1.4108,-2.0321,-0.092482,-0.22559,-0.42105,-0.35232,3.3972,2.7366,3.7592,-0.26431,3.407,-0.16374,-0.11229,2.4111,0.99018,-0.46945,2.4793,1.7015,2.2579,-0.46486,-2.1318,6
-1.0902,-2.6439,0.29252,-1.0503,-0.86476,-0.62962,1.0165,1.489,1.4392,-0.7775,-1.0728,-0.15909,0.15612,-2.5292,0.1741,-1.6391,-0.15824,-1.7734,-1.82,-0.28811,-0.39691,0.020912,-1.1927,-0.4775,-0.45805,-0.84588,-1.2271,-0.11823,-0.275,5.786,-0.48389,-2.5292,-0.092482,-0.22559,-0.42105,-0.35232,-0.41747,-0.65489,-0.37137,-0.26431,-0.41263,-0.16374,-0.11229,-0.57834,-1.6189,0.60031,-0.55678,-0.4899,-0.58813,-0.17615,0.64611,6
-0.49846,0.35328,-0.54904,-0.34246,-0.39811,-0.66702,0.61542,-0.28157,-0.21242,2.3525,1.0795,1.3608,0.41386,0.60231,-0.13431,0.42671,-0.15604,0.58673,0.32646,0.99422,0.045945,0.020912,-0.17883,-0.30438,0.3699,0.18967,0.031502,-0.088506,0.02561,-0.24267,-0.6102,0.60231,0.050869,-0.22559,-0.020493,0.033554,-0.2226,-0.17645,-0.18871,-0.26431,-0.22176,-0.16374,0.026975,-0.57834,-0.43225,-0.33938,-0.55678,-0.4899,-0.35953,-0.2437,0.43655,4
-0.76965,0.83152,-0.038121,-0.67574,-0.86276,-0.85786,1.104,-0.28157,0.081413,-0.7775,-0.79958,-0.31741,-0.18728,0.30407,-0.16421,-0.52911,-0.15851,-0.54614,-0.98483,-0.28811,-0.37338,0.020912,-0.022059,-0.4775,-0.4805,-0.42509,-0.60163,-0.11823,-0.26985,0.25149,-0.54705,0.30407,-0.092482,-0.22559,-0.020493,-0.09507,-0.3804,-0.61627,-0.33437,-0.26431,-0.37764,-0.16374,-0.11229,-0.31487,0.99018,0.30947,-0.2892,-0.15604,-0.51644,-0.46486,0.66215,2
-0.88274,-3.114,2.5904,-0.85907,-1.041,-0.75007,1.2207,0.39943,1.0231,-0.64141,-1.1961,-0.2277,0.15266,-0.98829,-0.036942,2.0155,-0.16006,0.020298,-0.5388,-0.28811,0.78447,0.020912,-0.27792,-0.95837,-0.21668,-0.11918,-0.40189,-0.11823,0.086589,3.0187,-0.67335,-0.98829,-0.092482,-0.22559,-0.22077,-0.09507,-0.41747,-0.65489,-0.37021,-0.26431,-0.41369,-0.16374,-0.11229,-0.47158,-2.04,3.0287,-0.44835,-0.35461,-0.67593,-0.46486,0.82277,1
-0.15268,-0.017591,-0.58659,0.0334,-0.17316,-0.3218,0.28007,0.39943,0.24883,-0.36924,-0.65401,-0.26728,-0.18875,0.65202,-0.19231,0.40741,-0.15885,-1.3958,-1.3723,-0.28811,-0.054026,-0.86058,0.30281,-0.4775,-0.48109,-0.63764,-0.82269,-0.11823,-0.19128,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,0.17978,0.033554,-0.37193,-0.56542,-0.33206,-0.26431,-0.37022,-0.16374,-0.11229,-0.55714,-0.59843,-0.51702,-0.53525,-0.46304,-0.11567,0.104,0.084702,5
1.2678,0.39313,1.1429,1.4081,1.5073,-0.097533,-1.3047,-0.55397,-0.56807,-0.64141,-0.53455,-0.38074,-0.39252,0.65202,-0.21528,-1.1394,-0.074227,0.58673,0.00996,0.78048,-0.72008,1.4901,0.93979,0.96512,1.6685,0.90689,1.0854,0.044676,0.40819,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,0.17978,0.033554,0.54202,0.28975,0.54306,-0.26431,0.5428,0.17804,-0.11229,2.1709,0.82463,0.43094,2.2354,2.9775,2.1139,-0.46486,-1.9867,6
0.33231,0.47743,0.73385,0.076343,-0.1314,1.0168,-0.28042,-0.28157,-0.087824,-0.7775,-0.79958,-0.33852,-0.25152,-0.14329,0.16743,1.323,-0.14822,0.58673,0.88252,-0.28811,0.72896,0.020912,-0.022059,-0.4775,-0.4805,0.4313,1.1149,-0.10171,0.17496,-0.44033,0.46343,-0.14329,-0.092482,-0.22559,-0.42105,-0.35232,-0.25226,-0.15949,-0.20027,-0.26431,-0.24721,-0.16374,-0.11229,-0.57834,-1.2541,-0.48085,-0.55678,-0.4899,-0.78459,-0.30315,0.88278,1
1.7645,0.8089,2.4455,2.3531,2.0915,-0.84017,-1.5348,0.12703,-0.63047,-0.23316,1.3536,-0.16701,-0.18221,0.75143,-0.23537,-0.64058,-0.15829,-1.1834,0.50311,-0.28811,-0.34496,-0.34638,-0.48376,-0.4775,-0.6406,-0.72315,-0.24652,-0.11823,-0.28815,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.35075,-0.53622,-0.30432,-0.26431,-0.35007,0.17804,0.026975,1.8312,0.99018,2.6592,1.8737,-0.47955,1.6511,-0.41008,-1.5374,6
1.3865,0.37121,-0.61188,1.5318,1.6447,-0.058381,-1.4424,-0.69017,-0.62482,-0.50533,-0.18117,-0.36227,-0.35743,0.005834,-0.17206,-1.4572,0.15959,0.58673,0.21014,1.3148,-0.42865,2.2246,2.5118,1.6864,1.8987,0.56524,1.3563,0.031505,0.35096,-0.14384,0.084502,0.005834,0.2659,-0.22559,0.38006,0.16218,1.2029,1.0988,1.1939,-0.26431,1.1971,-0.16374,0.44478,1.7281,0.53491,-0.5324,1.7857,1.5427,1.9586,-0.46486,-1.8304,6
2.0094,0.83152,-0.71823,2.6448,2.3662,-0.88058,-1.7638,-0.82637,-0.70995,-0.64141,-0.11806,-0.38338,-0.40175,-2.5292,-0.20907,-1.3577,-0.095736,0.58673,0.41921,-0.28811,-0.47803,0.75548,0.93113,0.96512,1.259,0.60389,0.68818,-0.055839,0.073692,2.3269,1.7265,-2.5292,-0.092482,-0.22559,0.17978,0.033554,0.27091,-0.043651,0.14423,-0.26431,0.27346,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,1.6918,2.2579,-0.46486,-2.1318,6
0.14064,0.83152,-0.61188,0.2333,0.02123,-0.46948,0.16461,-0.41777,-0.1353,-0.64141,-0.64168,-0.35436,-0.27259,0.10525,-0.11726,-0.001022,-0.13747,0.58673,-0.59213,0.51334,-0.32925,9.5704,4.1682,6.2547,1.8718,0.44117,0.39453,-0.029101,-0.004279,-0.24267,0.021347,0.10525,-0.092482,-0.22559,-0.42105,-0.35232,0.22325,0.6062,-0.074265,-0.048934,0.22892,-0.16374,-0.11229,-0.51116,0.99018,-0.54541,-0.48856,-0.40478,-0.71622,-0.46486,0.86334,1
