V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,class
0.45077,0.814583,0.686111,0.444125,0.671223,0.770212,0.62057,0.0247006,0.193462,122.547,109.587,92.885,58.6816,54.5202,49.5583,0.0933463,0.243272,0.837987,69.2927,1.70204,7.28843,15.4902,6.33308,13.6239,-0.428515,-0.666105,0.55094,40
0.0580498,0.716667,0.116667,0.711553,0.0469456,0.66049,0.103073,0.0722759,0.305717,122.84,103.615,88.9721,15.047,12.2904,7.47592,0.00581517,0.205149,-0.0360336,70.6181,2.96699,7.50735,3.3597,0.90207,2.9374,-0.0122966,-0.0426614,-0.161326,39
0.266273,1.0,0.347917,0.514384,0.150235,1.05085,0.317645,0.0310137,0.234664,253.963,251.991,252.967,0.921729,1.02397,1.12967,-55.9203,-58.4636,-50.5621,99.6165,0.362545,-0.104291,0.165945,0.0765076,0.0946595,-64.8982,-0.823103,6.54212,79
0.0219792,0.51875,0.130556,0.818528,0.484942,0.566783,0.0857342,0.121643,0.675468,106.543,85.6719,48.6627,21.6972,17.8946,14.1361,0.563353,0.384463,0.799739,64.8057,0.330329,21.2231,5.59765,2.63851,3.95299,0.0761602,-0.484902,0.508665,40
0.116829,0.439583,0.427778,0.817113,0.599632,0.423319,0.309082,0.0326927,0.378716,36.897,34.7364,30.7645,13.2639,12.2499,12.0304,2.36194,2.60453,2.71207,43.0924,-0.0284283,3.85831,6.34155,1.39439,2.9631,0.827746,0.476166,-0.512967,69
0.00913773,0.0854167,0.177778,0.209848,0.312501,0.0671258,0.147599,0.104497,0.398247,112.293,102.957,81.3186,34.5919,33.8568,30.2277,-0.129834,-0.0627844,0.00799922,68.7191,-0.496847,10.1281,9.97528,1.75993,4.29497,-0.523361,-0.0742224,2.37477,99
0.153681,0.472222,0.425,0.204028,0.568087,0.408558,0.375889,0.0222172,0.234256,100.412,60.6369,35.3398,51.8733,44.6318,49.792,0.817714,2.18577,2.70708,55.5737,9.40772,28.7201,14.2034,14.1219,15.1368,0.627936,0.593523,-0.0871712,33
0.0432639,1.0,0.161111,0.642483,0.522813,0.964783,0.121144,0.133494,0.731465,191.64,195.504,192.26,35.3656,35.1301,35.4626,-1.09166,-1.2551,-1.20766,89.5017,-0.984383,0.614657,7.2715,1.31311,1.46688,-2.04055,0.487951,0.764671,68
0.600023,1.0,0.808333,0.459221,0.316957,1.02973,0.685731,0.0186142,0.257703,183.052,169.747,154.672,61.2931,66.2243,71.7501,-0.473415,-0.309499,-0.0601859,83.5885,1.38593,6.34426,14.7103,2.91661,6.94016,-0.831221,0.276126,1.73767,48
0.531412,1.0,0.605556,0.508949,0.286306,1.01052,0.575828,0.0187307,0.122439,108.6,105.097,97.9057,22.2772,18.9271,16.8725,0.486505,0.539322,0.396134,70.0753,-0.10588,3.0288,5.18278,0.745156,3.86974,0.2365,-0.38116,-0.877258,17
0.119936,0.647222,0.235417,0.637671,0.864925,0.563752,0.206364,0.0252835,0.212845,187.592,148.086,108.32,33.8646,52.0447,64.9216,-0.31853,-0.227959,0.230867,80.8186,5.02907,20.0148,10.7609,9.55262,17.4876,-0.701261,2.34484,0.819271,22
0.00464699,0.0770833,0.0805556,0.377325,0.840964,0.0658634,0.0700478,0.120797,0.251631,92.609,93.4819,78.3885,66.2003,67.7915,62.8389,1.0371,0.871176,1.25883,61.8882,-1.83971,6.53093,19.5871,5.84572,9.10443,0.315159,-0.276254,0.525499,64
0.0161748,0.04375,0.505556,0.690641,0.537698,0.0335249,0.508823,0.135241,0.268707,167.54,196.885,191.323,44.5678,42.8017,45.1609,-0.963329,-1.25451,-0.951921,88.4416,-6.04056,-0.358877,9.20428,2.67089,2.60894,-1.64432,-1.09629,0.321493,48
0.0231944,0.102083,0.383333,0.312688,0.755772,0.0780972,0.30403,0.0696108,0.407276,93.7273,88.8695,71.5906,53.8968,51.3961,52.5065,1.24863,1.19791,1.14808,62.789,-1.6219,10.5167,14.8382,3.57163,9.55795,0.474082,-1.06158,1.95031,47
0.0547222,0.23125,0.266667,0.348889,0.666857,0.231711,0.240008,0.0411379,0.112613,131.242,119.035,89.589,23.1778,36.681,61.6098,-0.0237168,0.151831,0.165078,73.2091,-0.755666,17.9708,8.98322,1.42884,17.9765,-0.0376275,0.930898,0.326624,60
0.0065162,0.1,0.1,0.915053,0.871253,0.0899589,0.0766769,0.122558,0.34838,140.082,114.329,94.7522,26.5908,20.9212,17.188,-0.836391,-0.844872,-0.659713,73.4449,3.63803,9.5448,5.89702,1.63181,2.02621,-1.05371,-0.143575,-0.984596,66
0.0676968,0.820833,0.272222,0.753958,0.915638,0.843735,0.270241,0.0796717,0.697037,186.155,156.168,101.924,25.1585,21.2313,18.3469,-0.8649,-0.796521,-0.114156,82.7946,0.203795,20.0352,4.82878,0.886269,3.00324,-1.5887,-0.420983,-1.01772,39
0.0458623,0.269444,0.5375,0.146076,0.545353,0.203703,0.555454,0.086183,0.683329,120.866,94.4686,95.2271,68.7213,66.4763,58.6809,0.405945,1.02292,1.248,64.7733,8.73849,0.850057,18.7586,5.2809,7.08421,0.107252,0.297271,0.173959,97
0.318665,1.0,0.61875,0.58978,0.80973,0.972453,0.493302,0.0253948,0.484985,208.317,200.313,188.456,33.8375,32.6817,33.3859,-0.928326,-0.553029,-0.243222,90.8349,0.262913,3.50611,6.16153,0.85414,1.94546,-0.937132,-2.58006,0.166645,45
0.480966,0.94375,0.647222,0.569314,0.439432,0.90884,0.534973,0.0147273,0.212584,196.71,158.519,131.239,20.8779,18.2363,17.8312,-2.5806,-2.74425,-2.39992,84.0839,4.565,11.033,4.3924,1.20478,2.50381,-3.80599,0.235789,0.917317,69
0.0067419,0.0805556,0.177083,0.211597,0.522899,0.059597,0.157055,0.155365,0.527383,221.58,184.964,91.8077,39.2975,56.5122,78.6292,-1.80793,-0.68851,0.938354,87.2366,-1.5797,38.0584,11.4473,5.72885,20.8275,-1.41289,0.84289,-0.510423,52
0.0101794,0.0708333,0.247222,0.280098,0.427138,0.0546135,0.208677,0.109153,0.418705,62.755,70.0745,51.1524,46.5503,42.4504,45.5272,1.50629,1.2807,1.98946,55.2798,-7.40751,11.2294,14.9697,6.53579,8.70333,0.298398,0.46446,-0.0917142,55
0.295683,1.0,0.722917,0.409167,0.241388,1.20078,0.666664,0.0320781,0.590986,205.708,210.54,216.365,25.9549,24.2848,20.6597,-0.424369,-0.797786,-1.50481,92.5296,-0.277963,-1.72735,4.64512,0.507852,1.5026,-3.23143,1.34832,-0.340554,17
0.0161285,0.102083,0.213889,0.232647,0.855846,0.0843129,0.193735,0.0724794,0.261331,30.375,98.0215,92.3732,15.8272,25.1939,24.0278,4.1366,-1.20568,-1.08528,63.07,-22.8459,-4.54508,8.23641,6.04149,3.37188,-1.76928,1.96387,4.83978,40
0.0326447,0.2,0.25625,0.651894,0.520851,0.199968,0.217849,0.0795958,0.363031,120.832,107.065,101.126,39.4139,39.3202,45.3388,-0.0168049,0.0967586,0.527448,70.1228,2.96817,4.3597,11.2604,2.65261,7.52052,-0.615049,2.33329,-0.132388,20
0.225376,0.927778,0.441667,0.623346,0.166063,0.723803,0.394131,0.0239569,0.449991,178.912,189.649,198.252,54.0237,43.2637,35.5736,-0.11656,-0.130108,-0.0200227,88.088,-1.32672,-3.31686,8.61337,1.5763,3.87208,-0.301281,-0.386443,-1.09309,17
0.31349,1.0,1.0,0.377781,0.304295,1.08079,0.86676,0.046667,0.68651,206.052,194.189,178.397,48.9392,46.015,41.8087,-0.872604,-1.02605,-1.04405,89.3612,0.658098,4.7559,9.54325,1.8812,2.68917,-1.4642,4.352,0.643054,30
0.151597,1.0,0.175,0.481418,0.0775211,0.989312,0.155496,0.0329058,0.13373,248.014,244.357,245.653,7.90916,8.59328,8.91446,-3.86933,-3.78063,-3.70864,98.4824,0.647026,-0.0842923,1.38622,0.325605,0.368387,-4.68241,0.230773,-0.267802,79
0.0987616,0.370833,0.441667,0.846648,0.419237,0.331356,0.33494,0.0312317,0.397004,84.6421,91.7097,59.0093,38.0437,38.3271,29.3241,0.206987,0.209808,1.75052,63.5372,-7.39834,14.4909,12.1128,3.38048,9.03444,-0.252488,0.148337,-0.148881,88
0.0101157,0.120833,0.144444,0.791352,0.696498,0.0978887,0.137078,0.102975,0.420424,95.6693,78.643,83.6556,59.7389,46.1311,50.3789,-0.329492,-0.0360632,0.174968,59.0995,4.67864,-0.256583,19.8013,10.1655,7.72785,-0.783492,-0.668454,-0.811433,70
0.379713,1.0,0.384375,0.497529,0.191453,0.99852,0.379905,0.0205404,0.0121274,165.444,165.987,163.452,13.4209,13.7968,14.6523,0.0084762,0.026233,0.108212,84.3956,-0.36053,0.69215,2.75985,0.710351,1.18694,-0.0810787,-0.0299533,-0.322153,77
0.0386401,0.188889,0.4375,0.0647875,0.864141,0.154021,0.338069,0.0720383,0.532423,127.718,109.701,91.4276,18.8761,18.7158,18.7514,-0.720611,-0.62153,0.0126599,71.9005,2.11472,8.91301,5.54565,1.06357,1.91372,-2.30815,2.97357,4.02565,72
0.118953,0.610417,0.441667,0.167853,0.407645,0.423511,0.395002,0.0420822,0.558782,112.985,152.372,189.909,15.8279,14.8653,15.657,1.86433,0.178968,-1.61676,80.3662,-4.12661,-13.2247,3.27849,0.846005,1.59886,-0.210939,0.899294,2.48956,59
0.0151505,0.08125,0.277778,0.290007,0.565552,0.0661353,0.238582,0.0813598,0.328718,78.1539,71.115,76.1742,44.2487,40.197,39.8618,0.96489,0.93122,0.941604,57.9234,3.5101,-1.99213,13.7837,5.51018,6.78466,0.236504,2.12958,-1.3665,63
0.0328299,0.227778,0.191667,0.891914,0.909342,0.209925,0.16664,0.0495329,0.248012,71.0011,66.5988,70.5295,32.8724,29.1295,27.4142,0.845956,0.659465,0.402077,56.9554,2.28983,-1.83693,11.1116,2.44869,3.59752,-0.140786,0.177411,0.424718,27
0.0972627,0.261111,0.722917,0.608022,0.306662,0.201572,0.607774,0.0452787,0.484732,189.413,173.431,145.754,59.2539,66.5888,78.5594,-0.805188,-0.331561,0.0440647,84.3213,0.396238,11.6517,14.4629,4.41574,9.8634,-0.807397,0.128473,0.357576,55
0.187147,0.372917,0.811111,0.331444,0.634924,0.27134,0.697083,0.022728,0.381285,96.9046,105.747,123.306,42.641,40.8643,42.6476,1.56032,1.44273,1.28939,69.1187,0.103981,-7.37445,10.0454,1.85452,4.61438,1.05779,0.460468,0.798647,55
0.0773611,0.254167,0.383333,0.295845,0.805128,0.216339,0.344412,0.0294734,0.205987,27.0503,24.4399,23.8265,33.9536,30.1931,29.7785,2.79417,3.1983,3.33326,32.7191,0.9477,0.910048,14.6759,2.99358,3.21337,1.7759,2.11702,2.54306,44
0.0243345,0.164583,0.35,0.275129,0.590153,0.118324,0.300126,0.0951248,0.577557,179.64,131.845,119.586,47.8373,58.3563,57.5402,0.133965,0.612657,0.654275,77.6015,9.93832,8.80301,12.4615,5.99585,3.90485,0.0968234,0.421015,0.461553,55
0.131175,0.975,0.325,0.563987,0.416781,0.767436,0.264553,0.0602638,0.586036,142.78,145.083,150.255,13.1052,12.3002,12.0386,0.527558,0.22463,0.114268,80.0131,0.0900418,-1.74443,2.82923,0.628761,0.658101,-1.76578,0.240451,-0.774935,59
0.00516204,0.0666667,0.108333,0.966654,0.613,0.056996,0.0903999,0.126682,0.285256,124.277,87.0695,83.8419,42.3189,54.4619,50.7796,0.350848,0.664974,0.762843,64.9242,12.9015,6.80259,14.2827,16.2153,7.81269,0.191652,1.2863,-0.598068,79
0.00404514,0.108333,0.0666667,0.403773,0.345041,0.0853567,0.0552073,0.16309,0.439904,189.991,196.98,194.249,52.6975,52.1364,51.5881,-1.42519,-1.47067,-1.3316,88.9108,-1.55487,0.172392,11.8256,1.90308,2.53835,-1.93163,0.921444,0.369856,6
0.104855,0.383333,0.510417,0.16845,0.330365,0.379876,0.404984,0.0383023,0.464093,151.557,162.877,138.788,37.1651,42.0904,63.705,-0.609143,-0.584061,0.284008,82.1399,-5.15358,8.5342,9.63006,4.10364,11.9891,-1.02431,-0.662634,0.303671,91
0.12853,0.464583,0.411111,0.455824,0.830705,0.380008,0.360575,0.0244034,0.327051,131.004,150.71,78.3225,28.8777,29.8407,21.8677,-1.16956,-1.58526,-0.305955,78.7003,-12.9971,24.6859,7.63019,3.18327,5.02084,-2.10851,0.44843,-0.379627,38
0.0544039,0.277083,0.3,0.676915,0.433434,0.247484,0.258786,0.0593554,0.345517,104.901,118.957,115.426,51.7961,45.7657,42.5099,0.146912,0.161203,1.0131,71.5622,-3.62283,-0.74065,11.9046,4.84108,17.0233,-0.164051,-0.0630104,-0.394003,40
0.0495081,0.145833,0.522222,0.265045,0.435008,0.111759,0.473514,0.0548217,0.349924,103.407,86.4561,82.5914,54.544,59.6957,58.6168,0.826734,0.844831,0.909403,62.1558,6.2533,4.44293,17.3745,6.8297,6.94969,0.266644,1.14842,2.32199,84
0.153947,0.985417,0.269444,0.477679,0.44589,0.951325,0.190588,0.0400346,0.420196,163.404,185.412,208.124,11.4447,7.19791,4.42131,0.789881,0.818199,-0.228232,87.7158,-1.81416,-7.08882,1.44528,0.623494,1.76646,0.758013,-0.0245864,0.215929,17
0.0488194,0.329167,0.172222,0.855221,0.518162,0.30466,0.164194,0.0467046,0.138832,100.861,110.3,87.9758,11.7265,10.6459,12.832,1.23286,0.754986,0.216086,70.6608,-5.63973,8.02596,2.89688,1.6619,3.77462,0.0596829,-0.310435,0.625265,51
0.0550579,0.216667,0.280556,0.103474,0.868675,0.209406,0.262843,0.0393105,0.0942498,63.044,85.6957,133.102,33.269,41.5866,62.8471,0.0347612,-0.174514,-0.51232,61.4663,0.495294,-19.15,15.1137,2.42703,7.06463,-0.563489,-0.209345,1.34754,94
0.0467188,0.272917,0.208333,0.118587,0.896163,0.249938,0.187813,0.0438499,0.178321,91.8054,55.6169,56.4887,45.2582,38.3339,40.177,0.555761,1.61033,1.55347,54.2778,13.9082,5.28356,13.7065,8.44166,8.15144,0.478387,-0.115924,-0.0113817,9
0.0137789,0.216667,0.0833333,0.344215,0.526869,0.186043,0.0736927,0.0785384,0.236859,69.4376,47.1798,41.1176,45.833,30.4003,25.5752,0.352728,0.470547,0.722811,48.6122,7.34225,6.42948,15.2427,3.47717,5.43325,0.0948872,-0.170948,-0.075849,21
0.0947106,0.389583,0.383333,0.602556,0.576466,0.309321,0.334067,0.0324453,0.365806,131.395,75.1669,83.8218,34.7357,28.5464,32.818,-0.320787,0.549361,0.36482,64.1703,17.5153,2.69694,9.59977,3.93233,3.87113,-0.351344,-1.56126,1.1201,99
0.384876,1.0,0.509375,0.497077,0.210324,1.10042,0.460516,0.0233266,0.244415,205.232,200.284,195.106,22.0333,23.9085,23.6252,-0.77428,-0.697468,-0.622777,90.9757,0.405471,1.59543,4.31723,0.636979,0.778475,-0.837964,0.483018,0.252782,17
0.155839,0.635417,0.608333,0.703498,0.279432,0.536918,0.398418,0.0367633,0.596841,136.817,126.056,105.832,49.6515,56.463,74.0872,0.0703869,0.497049,0.690345,73.8997,0.0465124,11.7472,13.6296,2.17052,13.9823,0.00685485,-0.107858,0.83666,88
0.0212674,0.277778,0.09375,0.397195,0.748129,0.25172,0.0842191,0.067483,0.183333,156.183,144.523,92.895,45.6687,46.0255,45.7191,-0.0139179,0.0435945,0.865728,78.5344,-3.44628,20.2344,10.751,2.62544,6.99153,-0.466598,-0.165109,0.0543687,38
0.248571,1.0,0.710417,0.448428,0.745629,1.1791,0.668148,0.0316392,0.650106,169.092,143.969,113.388,51.0923,53.4617,52.5447,-0.321277,-0.209557,-0.0402161,78.8658,2.31393,13.5226,13.092,2.53588,6.36586,-0.923635,2.74071,1.73256,5
0.230104,0.508333,0.861111,0.757767,0.475164,0.397969,0.61092,0.0210251,0.474326,41.8433,45.7998,45.292,44.2723,47.8625,52.0949,2.54222,2.10516,1.89633,42.4259,-1.87085,2.27615,20.2247,4.51525,9.02246,0.471014,0.239819,-0.176319,87
0.0986227,0.686111,0.154167,0.331562,0.850897,0.674657,0.145747,0.0360286,0.0676223,130.148,75.5901,79.026,32.6652,51.2025,44.3443,-0.428238,0.360726,0.375035,62.6686,20.0642,4.99528,14.2462,15.5356,2.63377,0.167452,0.255633,1.83202,66
0.294259,1.0,0.81875,0.48604,0.495434,1.25901,0.827719,0.0364616,0.640599,82.487,62.849,55.2936,33.0802,30.9688,31.1805,0.487545,1.22189,1.90701,56.2525,5.91422,7.16626,11.7473,2.5161,4.68999,-0.101799,-1.2438,-0.71846,71
0.019294,0.114583,0.2,0.1355,0.904717,0.0997929,0.194352,0.0674865,0.158081,94.5516,98.3155,99.7954,60.5377,61.3959,63.2983,0.0776933,0.0756672,0.0793877,63.6703,-1.1486,-0.72025,19.7574,1.52473,2.45301,-0.182409,-1.74675,0.580313,96
0.0302604,0.0979167,0.35,0.955675,0.308785,0.0917183,0.327177,0.061747,0.117021,71.1556,72.5295,65.2653,47.0003,44.8827,41.1524,1.00286,1.00227,0.981854,56.9263,-2.16626,3.49774,15.0697,1.87955,4.25325,0.42499,-0.80312,1.00881,96
0.657367,1.0,0.8,0.495408,0.365646,1.07202,0.777802,0.0173866,0.178291,79.7354,70.2343,56.1997,42.9725,41.7101,34.8608,1.15745,1.0933,1.14433,57.3013,1.22914,8.74501,13.6175,2.94305,3.69102,0.574866,0.380207,0.715066,6
0.114664,0.608333,0.513889,0.523365,0.575132,0.558749,0.460663,0.0410821,0.63321,92.2183,88.4918,99.8924,58.0954,43.018,31.5243,0.246014,0.790139,0.730934,63.8261,2.93113,-6.39565,13.3202,2.77378,16.8337,0.17068,1.0525,-0.458812,55
0.0245313,0.147917,0.208333,0.484849,0.423164,0.134183,0.181235,0.0533145,0.203944,36.4893,36.2854,50.6881,25.3232,26.0977,30.1154,1.95913,3.66223,3.73753,43.129,4.00231,-10.5934,10.6571,4.78819,4.68467,1.54262,-0.035279,0.0672591,96
0.0452546,0.389583,0.180556,0.837471,0.909956,0.361128,0.144568,0.0561381,0.356643,130.037,130.172,135.542,67.1441,65.4349,66.5806,0.243515,0.29866,0.274918,73.9228,0.547606,-1.89544,16.4032,4.83818,4.71596,-0.159392,2.75042,0.223928,40
0.0760185,0.735417,0.219444,0.546463,0.545748,0.731952,0.174102,0.0856425,0.528956,113.713,117.436,95.9493,64.7891,72.7685,78.3622,0.395108,0.717415,0.844314,69.2911,-3.63698,11.3202,18.0156,8.13341,14.9134,0.172616,0.0871569,0.798682,64
0.0243808,0.213889,0.158333,0.764906,0.771635,0.174745,0.146569,0.0581533,0.280075,187.873,187.337,184.879,28.5039,30.2297,30.4447,-4.03231,-3.98492,-3.92595,88.1208,-0.0569809,0.730403,7.97095,0.786195,0.748314,-4.54602,3.75597,3.66672,99
0.0801852,1.0,0.113889,0.565911,0.0440643,0.997765,0.0935641,0.0746247,0.295935,41.9008,143.781,215.462,7.33398,13.4107,16.716,3.44346,-0.898757,-1.20673,75.9308,-15.1805,-27.1882,2.85095,2.04414,1.4084,-1.1494,0.682301,2.09098,78
0.0967477,0.45,0.302778,0.608338,0.813961,0.387534,0.250068,0.0310444,0.289925,153.174,72.8202,44.0324,39.6555,40.9347,23.563,0.19251,0.825487,2.865,63.6299,20.8619,23.9606,11.6523,10.1166,14.8047,0.171495,0.138741,0.305499,36
0.052037,0.247222,0.33125,0.523282,0.273999,0.191233,0.280931,0.0461521,0.364568,128.587,98.7627,77.3368,35.1129,32.7197,30.2877,-0.612376,-0.16042,1.17497,68.7735,5.21214,12.1491,10.0367,2.37501,5.8518,-0.932629,0.954531,-1.28794,17
0.0207523,0.10625,0.222222,0.344743,0.333158,0.0970188,0.21264,0.0660904,0.121078,126.506,145.466,145.588,73.6892,64.4412,65.4693,0.793291,0.64775,0.597619,77.0296,-5.109,-1.56494,14.6764,4.09842,2.22408,0.180617,-0.0265438,3.05631,6
0.00351273,0.05625,0.102778,0.44652,0.802403,0.0437653,0.0914752,0.156507,0.392392,135.517,135.222,106.385,36.7929,36.7505,51.032,1.58455,1.56436,1.11716,76.7243,-3.72579,11.6458,7.94817,3.9898,10.31,1.18482,-0.792668,0.684426,54
0.165758,1.0,0.316667,0.448547,0.105309,1.07541,0.260555,0.0423489,0.476553,171.752,164.175,142.911,22.9952,23.3685,25.1018,-0.99728,-0.97169,-0.357053,83.9195,-0.729104,6.89819,5.20058,0.810882,2.25709,-2.00899,-0.987728,0.581065,25
0.0378935,0.205556,0.225,0.0959186,0.655918,0.195093,0.194494,0.0565058,0.180681,76.4536,71.8283,55.5851,25.6372,20.8707,19.1072,2.34157,1.22219,2.11613,59.2517,-1.39698,9.30836,7.44398,4.67962,3.25221,-0.305475,2.12978,0.870279,7
0.132118,0.49375,0.469444,0.743992,0.819932,0.350415,0.435361,0.0277267,0.430005,226.986,191.91,202.325,21.7873,25.7009,25.5499,-1.27637,-0.726406,-1.01488,90.8023,6.92322,-0.435317,4.62083,2.44686,1.73248,-1.30938,-0.434226,4.72332,39
0.327031,0.622917,1.0,0.203957,0.594424,0.437886,0.957829,0.0234114,0.475,97.7267,94.3804,105.883,55.5444,38.6474,35.0282,1.55586,1.34383,1.05785,66.1578,2.20875,-4.96955,11.448,5.01386,4.79968,0.198076,1.3917,0.800094,55
0.221302,0.4,0.916667,0.84756,0.444751,0.389043,0.756143,0.0300201,0.396449,106.49,67.4392,41.5821,43.9549,40.5231,30.5513,0.401902,0.720961,1.05556,58.0399,9.98644,21.4593,14.4905,5.0778,7.59893,-0.0979831,0.402803,0.468316,92
0.022309,0.116667,0.269444,0.929353,0.887683,0.0938466,0.248637,0.0653697,0.290317,205.161,194.772,205.828,47.9261,48.6716,54.0116,-1.00663,-0.844272,-0.951431,89.7144,2.82271,-1.86576,9.76796,1.87046,3.65941,-1.10161,-0.0541614,1.11698,17
0.198773,0.430556,0.733333,0.3389,0.644942,0.380647,0.612661,0.0298707,0.370455,136.937,138.163,124.974,60.5905,62.1464,62.0229,-0.186361,-0.275075,-0.116272,75.6017,-1.65985,4.81533,16.2353,2.95639,7.43647,-0.643367,-0.207363,1.53444,55
0.0565972,0.252083,0.386111,0.224958,0.831549,0.194242,0.370432,0.0506135,0.418515,97.9851,53.5485,44.7054,43.9875,40.113,32.4744,0.782445,1.42063,1.89137,53.9235,16.3885,12.659,13.5926,17.3647,6.91368,0.433976,0.864976,1.12347,86
